# Induced dipole moment in x, y and z direction, all in Rydberg units
# 1 Ry time unit = 2 Hartree a.u. = 0.048377687 fs
# 1 Ry dipole moment unit = sqrt(2) Hartree a.u.
#!BT VERSION                     v2.0.11                                                     
#!BT DATE                        04-NOV-2021_10:04:01_+0100                                  
#!BT SYSID                       [none]                                                      
#!BT NATOMS                      4                                                           
#!BT NTYPES                      1                                                           
#!BT ATOMSPERTYPE                4                                                           
#!BT NELEC                       2.000000E+00,2.000000E+00                                   
#!BT DX                   a0     5.000000E-01                                                
#!BT T_START              t_ry   0.000000E+00                                                
#!BT DT                   t_ry   2.067069E-01                                                
#!BT BOOSTMASK                   no                                                          
#!BT BOOSTENERGY          Ry     0.000000E+00                                                
#!BT BOOSTKVEC                   0.000000E+00,0.000000E+00,0.000000E+00                      
#!BT EXCITATION                  laser_mono                                                  
#!BT EXCITMASK                   gauss                                                       
#!BT NLASER                      1                                                           
#!BT LASERFREQ            Ry     1.520014E-01                                                
#!BT LASERINT             W/cm^2 1.000000E+07                                                
#!BT LASEREFIELD          E_ry   2.387186E-05                                                
#!BT LASERPOLX                   0.000000E+00                                                
#!BT LASERPOLY                   0.000000E+00                                                
#!BT LASERPOLZ                   1.000000E+00                                                
#!BT LASERSTART           t_ry   0.000000E+00                                                
#!BT LASEREND             t_ry   2.067069E+02                                                
#!BT OBSERVABLE                  dipole                                                      
#!BT STRIDE                      1                                                           
#!BT MASK                        atomgroups1                                                 
#!BT NAREAS                      2                                                           
#!BT AREA                        2                                                           
#!BT SPIN                        tot                                                         
#!BT DIP0                 dip_ry -2.264660E+01,-8.254905E-14,6.617287E-13                    
#time                 |           x          |           y          |           z          |
 2.404000859521043E+02  7.112845423762337E-09 -1.259117133233178E-03 -3.128077243364722E-03
 2.406067928187871E+02  7.354767461720257E-09 -1.226471972654612E-03 -3.020136408832594E-03
 2.408134996854699E+02  7.442096716658853E-09 -1.192466315466608E-03 -2.908886774271896E-03
 2.410202065521528E+02  7.368143428720941E-09 -1.157131979906656E-03 -2.794434138922441E-03
 2.412269134188356E+02  7.134261181818147E-09 -1.120502292018932E-03 -2.676887814467651E-03
 2.414336202855184E+02  6.743182012769466E-09 -1.082612002581685E-03 -2.556360477845293E-03
 2.416403271522012E+02  6.188379586546944E-09 -1.043497323346255E-03 -2.432968170370462E-03
 2.418470340188840E+02  5.477158282474193E-09 -1.003195820795502E-03 -2.306830030007994E-03
 2.420537408855668E+02  4.607525028177406E-09 -9.617464112954995E-04 -2.178068276554113E-03
 2.422604477522496E+02  3.580225893529132E-09 -9.191893645841949E-04 -2.046808152295884E-03
 2.424671546189324E+02  2.404057397598081E-09 -8.755662047660906E-04 -1.913177692252985E-03
 2.426738614856152E+02  1.075786570936543E-09 -8.309196980689977E-04 -1.777307653469758E-03
 2.428805683522980E+02 -3.955129557198234E-10 -7.852938089600866E-04 -1.639331372540529E-03
 2.430872752189808E+02 -2.005791088777187E-09 -7.387336732843996E-04 -1.499384689028768E-03
 2.432939820856636E+02 -3.754838218128498E-09 -6.912854858196234E-04 -1.357605633011855E-03
 2.435006889523464E+02 -5.631004995620970E-09 -6.429965554198335E-04 -1.214134531673385E-03
 2.437073958190292E+02 -7.634781695742276E-09 -5.939151889795036E-04 -1.069113713382758E-03
 2.439141026857120E+02 -9.757833652201953E-09 -5.440906728416032E-04 -9.226874203839761E-04
 2.441208095523949E+02 -1.199028076825925E-08 -4.935732113660594E-04 -7.750016305350673E-04
 2.443275164190777E+02 -1.433078367085727E-08 -4.424139012928416E-04 -6.262040036054723E-04
 2.445342232857605E+02 -1.676499650216101E-08 -3.906645626145115E-04 -4.764433758355153E-04
 2.447409301524433E+02 -1.928843929022150E-08 -3.383779254307358E-04 -3.258702923808533E-04
 2.449476370191261E+02 -2.189407766195473E-08 -2.856073187248484E-04 -1.746361295538615E-04
 2.451543438858089E+02 -2.456738457112806E-08 -2.324067582638029E-04 -2.289334572443904E-05
 2.453610507524917E+02 -2.730594772515360E-08 -1.788308465822429E-04  1.292047914003683E-04
 2.455677576191745E+02 -3.009504467854640E-08 -1.249347526964289E-04  2.815043001003075E-04
 2.457744644858573E+02 -3.292507244623266E-08 -7.077407761516786E-05  4.338507863527764E-04
 2.459811713525401E+02 -3.579056340186071E-08 -1.640485232605056E-05  5.860895245146088E-04
 2.461878782192229E+02 -3.867429398951572E-08  3.811649528181668E-05  7.380655063845543E-04
 2.463945850859057E+02 -4.157216437761235E-08  9.273326463929584E-05  8.896237705177890E-04
 2.466012919525885E+02 -4.447133505891543E-08  1.473884972263816E-04  1.040609492518536E-03
 2.468079988192713E+02 -4.735812453304789E-08  2.020251024468669E-04  1.190868245985055E-03
 2.470147056859541E+02 -5.022842586299703E-08  2.565857492735998E-04  1.340245767171617E-03
 2.472214125526370E+02 -5.306508299440793E-08  3.110131747881370E-04  1.488588764124703E-03
 2.474281194193198E+02 -5.586196749618466E-08  3.652500838675321E-04  1.635744610837798E-03
 2.476348262860026E+02 -5.861073759660940E-08  4.192392513413913E-04  1.781561652419374E-03
 2.478415331526854E+02 -6.129652518893636E-08  4.729235676775679E-04  1.925889307691143E-03
 2.480482400193682E+02 -6.391699969299225E-08  5.262461303357534E-04  2.068578274195240E-03
 2.482549468860510E+02 -6.645800709748073E-08  5.791502825741954E-04  2.209480658558719E-03
 2.484616537527338E+02 -6.891085746474346E-08  6.315796811006030E-04  2.348450136146983E-03
 2.486683606194166E+02 -7.127099621584421E-08  6.834783791022461E-04  2.485342120563692E-03
 2.488750674860994E+02 -7.352310404939999E-08  7.347908395604361E-04  2.620013844784640E-03
 2.490817743527822E+02 -7.566517723489596E-08  7.854620364377449E-04  2.752324578192603E-03
 2.492884812194650E+02 -7.768779042294227E-08  8.354375096553332E-04  2.882135744254985E-03
 2.494951880861478E+02 -7.958130154861465E-08  8.846634078784378E-04  3.009311066053235E-03
 2.497018949528306E+02 -8.134580298246874E-08  9.330865656083739E-04  3.133716713858427E-03
 2.499086018195134E+02 -8.296888864833818E-08  9.806545560471103E-04  3.255221429573130E-03
 2.501153086861962E+02 -8.444895271964015E-08  1.027315740624283E-03  3.373696681280477E-03
 2.503220155528791E+02 -8.578212629117843E-08  1.073019316228073E-03  3.489016745665642E-03
 2.505287224195619E+02 -8.695885966858441E-08  1.117715408052830E-03  3.601058896404205E-03
 2.507354292862447E+02 -8.798203410265160E-08  1.161355080155000E-03  3.709703504620149E-03
 2.509421361529275E+02 -8.884361690775222E-08  1.203890430115048E-03  3.814834178427593E-03
 2.511488430196103E+02 -8.954167540764502E-08  1.245274639652763E-03  3.916337890216188E-03
 2.513555498862931E+02 -9.007786871961798E-08  1.285461985424705E-03  4.014105071281408E-03
 2.515622567529759E+02 -9.044459048368481E-08  1.324407944158450E-03  4.108029726272084E-03
 2.517689636196587E+02 -9.064603290198647E-08  1.362069203708114E-03  4.198009555999214E-03
 2.519756704863415E+02 -9.067981920907187E-08  1.398403717300671E-03  4.283946084133000E-03
 2.521823773530243E+02 -9.054351224335733E-08  1.433370780805748E-03  4.365744727188434E-03
 2.523890842197071E+02 -9.024365965615289E-08  1.466931023489213E-03  4.443314917907526E-03
 2.525957910863899E+02 -8.977617937944160E-08  1.499046487822591E-03  4.516570189686583E-03
 2.528024979530727E+02 -8.914690852179774E-08  1.529680676071723E-03  4.585428273593865E-03
 2.530092048197556E+02 -8.836026665903773E-08  1.558798548450135E-03  4.649811180592144E-03
 2.532159116864383E+02 -8.741568890968665E-08  1.586366611708208E-03  4.709645296332334E-03
 2.534226185531212E+02 -8.632407499931105E-08  1.612352947023223E-03  4.764861472232582E-03
 2.536293254198040E+02 -8.508619941949291E-08  1.636727209756838E-03  4.815395060124564E-03
 2.538360322864868E+02 -8.370873416652103E-08  1.659460734236417E-03  4.861186057639129E-03
 2.540427391531696E+02 -8.220129643632390E-08  1.680526508267113E-03  4.902179093184722E-03
 2.542494460198524E+02 -8.056567679659565E-08  1.699899218683770E-03  4.938323539221232E-03
 2.544561528865352E+02 -7.881423513822483E-08  1.717555322840575E-03  4.969573577281352E-03
 2.546628597532180E+02 -7.695349424352571E-08  1.733473016065497E-03  4.995888205786876E-03
 2.548695666199008E+02 -7.498969623043195E-08  1.747632300058307E-03  5.017231343534054E-03
 2.550762734865836E+02 -7.293647286132909E-08  1.760015009796449E-03  5.033571837827160E-03
 2.552829803532664E+02 -7.079781738639213E-08  1.770604796345203E-03  5.044883513678102E-03
 2.554896872199492E+02 -6.858574863599642E-08  1.779387190744762E-03  5.051145220469110E-03
 2.556963940866320E+02 -6.631147186908493E-08  1.786349598380302E-03  5.052340834007963E-03
 2.559031009533148E+02 -6.398031615617583E-08  1.791481306414949E-03  5.048459304454657E-03
 2.561098078199977E+02 -6.160769672192146E-08  1.794773526960668E-03  5.039494659176683E-03
 2.563165146866805E+02 -5.919916290508809E-08  1.796219383839928E-03  5.025446010534278E-03
 2.565232215533633E+02 -5.676415426592030E-08  1.795813926504224E-03  5.006317578617781E-03
 2.567299284200461E+02 -5.431523319998632E-08  1.793554151785734E-03  4.982118673830162E-03
 2.569366352867289E+02 -5.185623308534559E-08  1.789439003865050E-03  4.952863734866021E-03
 2.571433421534117E+02 -4.940052988899879E-08  1.783469350950643E-03  4.918572245458185E-03
 2.573500490200945E+02 -4.695546351740632E-08  1.775648025375436E-03  4.879268765116568E-03
 2.575567558867773E+02 -4.452736135363011E-08  1.765979807518178E-03  4.834982964175385E-03
 2.577634627534601E+02 -4.212941462355957E-08  1.754471399943358E-03  4.785749518501950E-03
 2.579701696201429E+02 -3.976527906957017E-08  1.741131461477384E-03  4.731608118709150E-03
 2.581768764868257E+02 -3.744504795122339E-08  1.725970550892446E-03  4.672603447198102E-03
 2.583835833535085E+02 -3.517855873269582E-08  1.709001143905196E-03  4.608785118058482E-03
 2.585902902201913E+02 -3.296899819815735E-08  1.690237638523700E-03  4.540207683803545E-03
 2.587969970868741E+02 -3.082923782926628E-08  1.669696274562948E-03  4.466930521294033E-03
 2.590037039535570E+02 -2.876274862728678E-08  1.647395186337595E-03  4.389017829408716E-03
 2.592104108202398E+02 -2.677537835893418E-08  1.623354369418684E-03  4.306538613392219E-03
 2.594171176869226E+02 -2.487644579218795E-08  1.597595612142919E-03  4.219566535422488E-03
 2.596238245536053E+02 -2.306547841612883E-08  1.570142542036338E-03  4.128179914608654E-03
 2.598305314202882E+02 -2.135188736929194E-08  1.541020569188990E-03  4.032461668190232E-03
 2.600372382869710E+02 -1.973899799168066E-08  1.510256841820695E-03  3.932499190904670E-03
 2.602439451536538E+02 -1.822817807806132E-08  1.477880278146206E-03  3.828384314766379E-03
 2.604506520203366E+02 -1.682769479316448E-08  1.443921487338106E-03  3.720213236521918E-03
 2.606573588870194E+02 -1.553500794670981E-08  1.408412739828784E-03  3.608086381729135E-03
 2.608640657537022E+02 -1.435467567034721E-08  1.371388005161444E-03  3.492108375887944E-03
 2.610707726203850E+02 -1.328980303583194E-08  1.332882823319515E-03  3.372387910617328E-03
 2.612774794870678E+02 -1.233696877989132E-08  1.292934334367021E-03  3.249037636891440E-03
 2.614841863537506E+02 -1.150222317392036E-08  1.251581283762321E-03  3.122174187916797E-03
 2.616908932204335E+02 -1.078173283985961E-08  1.208863836722164E-03  2.991917836046297E-03
 2.618976000871162E+02 -1.017446038531489E-08  1.164823710880911E-03  2.858392590377713E-03
 2.621043069537990E+02 -9.682928236998123E-09  1.119504037887135E-03  2.721725983124699E-03
 2.623110138204818E+02 -9.299142789132020E-09  1.072949325075360E-03  2.582048981836002E-03
 2.625177206871647E+02 -9.024805791568724E-09  1.025205482095054E-03  2.439495875300842E-03
 2.627244275538475E+02 -8.854328825691482E-09  9.763196869960352E-04  2.294204117381457E-03
 2.629311344205303E+02 -8.780109084227661E-09  9.263403967718697E-04  2.146314255883571E-03
 2.631378412872131E+02 -8.802079065617363E-09  8.753172983406061E-04  1.995969742261597E-03
 2.633445481538959E+02 -8.909008641921901E-09  8.233012409457778E-04  1.843316891645020E-03
 2.635512550205787E+02 -9.097760766962892E-09  7.703441480874135E-04  1.688504525713390E-03
 2.637579618872615E+02 -9.363599673406497E-09  7.164990439573682E-04  1.531684033819677E-03
 2.639646687539443E+02 -9.695952485344606E-09  6.618199373081270E-04  1.373009176431724E-03
 2.641713756206271E+02 -1.009419037245607E-08  6.063617942674099E-04  1.212635900694078E-03
 2.643780824873099E+02 -1.054831599844874E-08  5.501805022052947E-04  1.050722245612135E-03
 2.645847893539927E+02 -1.105172486859374E-08  4.933327377513420E-04  8.874281301896962E-04
 2.647914962206755E+02 -1.160125506771692E-08  4.358759916953438E-04  7.229152298617764E-04
 2.649982030873583E+02 -1.218410972114725E-08  3.778684838599155E-04  5.573468456154766E-04
 2.652049099540412E+02 -1.279733652381765E-08  3.193690593004118E-04  3.908877073727215E-04
 2.654116168207240E+02 -1.343259370401029E-08  2.604372180885861E-04  2.237038280004807E-04
 2.656183236874068E+02 -1.407989103086038E-08  2.011329751809976E-04  5.596235257272161E-05
 2.658250305540896E+02 -1.473793886930252E-08  1.415168228610988E-04 -1.121686351939608E-04
 2.660317374207724E+02 -1.539500615876932E-08  8.164971074616406E-05 -2.805202704197792E-04
 2.662384442874552E+02 -1.604712096536787E-08  2.159291887755699E-05 -4.489230360528973E-04
 2.664451511541380E+02 -1.668999871640153E-08 -3.859195791065225E-05 -6.172069985922477E-04
 2.666518580208208E+02 -1.731302035068438E-08 -9.884307323752851E-05 -7.852019312324641E-04
 2.668585648875036E+02 -1.791643100546025E-08 -1.590984287770870E-04 -9.527374869710111E-04
 2.670652717541864E+02 -1.849127073683121E-08 -2.192959066740660E-04 -1.119643433037211E-03
 2.672719786208692E+02 -1.903243074252714E-08 -2.793733313310953E-04 -1.285749733192516E-03
 2.674786854875520E+02 -1.953907968754720E-08 -3.392685682929725E-04 -1.450886773091067E-03
 2.676853923542348E+02 -2.000181709149729E-08 -3.989195482017863E-04 -1.614885540247919E-03
 2.678920992209177E+02 -2.042131796997637E-08 -4.582643528874614E-04 -1.777577750588111E-03
 2.680988060876005E+02 -2.079339012084347E-08 -5.172413054250108E-04 -1.938796080716113E-03
 2.683055129542832E+02 -2.111189090214793E-08 -5.757889799257809E-04 -2.098374310500386E-03
 2.685122198209660E+02 -2.137916865763145E-08 -6.338463283917495E-04 -2.256147489029638E-03
 2.687189266876489E+02 -2.158766676529922E-08 -6.913527117891349E-04 -2.411952121318527E-03
 2.689256335543317E+02 -2.173725732745879E-08 -7.482479526583690E-04 -2.565626315807741E-03
 2.691323404210145E+02 -2.182880720624780E-08 -8.044724575652541E-04 -2.717009979239872E-03
 2.693390472876973E+02 -2.185652903108348E-08 -8.599672117192041E-04 -2.865944976520577E-03
 2.695457541543801E+02 -2.182675373774146E-08 -9.146738901380136E-04 -3.012275310926263E-03
 2.697524610210629E+02 -2.173696600493713E-08 -9.685348989160939E-04 -3.155847267511522E-03
 2.699591678877457E+02 -2.158879297553540E-08 -1.021493410790455E-03 -3.296509594764845E-03
 2.701658747544285E+02 -2.138871479928639E-08 -1.073493472415470E-03 -3.434113669884512E-03
 2.703725816211113E+02 -2.113356245558862E-08 -1.124480018869268E-03 -3.568513653328560E-03
 2.705792884877941E+02 -2.083091388271896E-08 -1.174398951282711E-03 -3.699566657434511E-03
 2.707859953544769E+02 -2.048255254294418E-08 -1.223197197701083E-03 -3.827132898253889E-03
 2.709927022211597E+02 -2.008906108130759E-08 -1.270822737404660E-03 -3.951075819891030E-03
 2.711994090878425E+02 -1.965953799754061E-08 -1.317224691085924E-03 -4.071262276562208E-03
 2.714061159545254E+02 -1.919329761790323E-08 -1.362353344442576E-03 -4.187562662574283E-03
 2.716128228212082E+02 -1.869770116513791E-08 -1.406160208719221E-03 -4.299851034024131E-03
 2.718195296878910E+02 -1.818069605974415E-08 -1.448598076342464E-03 -4.408005283936034E-03
 2.720262365545738E+02 -1.764378154689439E-08 -1.489621056649489E-03 -4.511907244715705E-03
 2.722329434212566E+02 -1.710031938273460E-08 -1.529184635786794E-03 -4.611442817955974E-03
 2.724396502879394E+02 -1.655431702829446E-08 -1.567245721179088E-03 -4.706502128173891E-03
 2.726463571546222E+02 -1.601343058155180E-08 -1.603762688743774E-03 -4.796979609510737E-03
 2.728530640213050E+02 -1.549033257219889E-08 -1.638695448420666E-03 -4.882774186012378E-03
 2.730597708879878E+02 -1.498690238577183E-08 -1.672005440700323E-03 -4.963789273689453E-03
 2.732664777546706E+02 -1.451679665365191E-08 -1.703655742073975E-03 -5.039933034310273E-03
 2.734731846213534E+02 -1.408689698223498E-08 -1.733611077197619E-03 -5.111118404247629E-03
 2.736798914880362E+02 -1.370274205214628E-08 -1.761837851147094E-03 -5.177263207013080E-03
 2.738865983547190E+02 -1.337788901878412E-08 -1.788304204100163E-03 -5.238290247511008E-03
 2.740933052214019E+02 -1.311458319719350E-08 -1.812980045776371E-03 -5.294127421598097E-03
 2.743000120880847E+02 -1.292301377020522E-08 -1.835837075270515E-03 -5.344707800870967E-03
 2.745067189547675E+02 -1.281197725688799E-08 -1.856848835976052E-03 -5.389969683363013E-03
 2.747134258214502E+02 -1.278349159861136E-08 -1.875990722549972E-03 -5.429856704198039E-03
 2.749201326881331E+02 -1.285030037934121E-08 -1.893240019833894E-03 -5.464317883189035E-03
 2.751268395548159E+02 -1.301556551425165E-08 -1.908575955861609E-03 -5.493307724821351E-03
 2.753335464214987E+02 -1.328535503830608E-08 -1.921979665512523E-03 -5.516786226364037E-03
 2.755402532881815E+02 -1.367064683677199E-08 -1.933434283789105E-03 -5.534718995772714E-03
 2.757469601548643E+02 -1.417098616229850E-08 -1.942924917175685E-03 -5.547077242523932E-03
 2.759536670215471E+02 -1.479727984587953E-08 -1.950438657473767E-03 -5.553837823698157E-03
 2.761603738882299E+02 -1.555318007717688E-08 -1.955964647391091E-03 -5.554983323665368E-03
 2.763670807549127E+02 -1.644030689362808E-08 -1.959494047391787E-03 -5.550502065411399E-03
 2.765737876215955E+02 -1.746876421293564E-08 -1.961020067078321E-03 -5.540388123929753E-03
 2.767804944882784E+02 -1.863587684169943E-08 -1.960537988275487E-03 -5.524641367280900E-03
 2.769872013549611E+02 -1.994773057845123E-08 -1.958045134502300E-03 -5.503267437158655E-03
 2.771939082216439E+02 -2.140781418802362E-08 -1.953540920793701E-03 -5.476277795931283E-03
 2.774006150883267E+02 -2.301247903346848E-08 -1.947026848010360E-03 -5.443689724291739E-03
 2.776073219550096E+02 -2.476873106616040E-08 -1.938506480706621E-03 -5.405526295961951E-03
 2.778140288216924E+02 -2.667263743205694E-08 -1.927985492721297E-03 -5.361816399193605E-03
 2.780207356883752E+02 -2.872396009934164E-08 -1.915471630813760E-03 -5.312594681636116E-03
 2.782274425550580E+02 -3.092632638868054E-08 -1.900974713878372E-03 -5.257901552367565E-03
 2.784341494217408E+02 -3.327183861756566E-08 -1.884506668199561E-03 -5.197783170528745E-03
 2.786408562884236E+02 -3.576329987708959E-08 -1.866081471980170E-03 -5.132291381001266E-03
 2.788475631551064E+02 -3.839562978669164E-08 -1.845715169336132E-03 -5.061483699081121E-03
 2.790542700217892E+02 -4.116103369256052E-08 -1.823425866968209E-03 -4.985423230201776E-03
 2.792609768884720E+02 -4.406056319794516E-08 -1.799233685529161E-03 -4.904178638851535E-03
 2.794676837551548E+02 -4.708140011189244E-08 -1.773160768900501E-03 -4.817824079486477E-03
 2.796743906218376E+02 -5.022032567580936E-08 -1.745231264484633E-03 -4.726439126900259E-03
 2.798810974885204E+02 -5.347090592522363E-08 -1.715471271602476E-03 -4.630108726664542E-03
 2.800878043552032E+02 -5.681961923187373E-08 -1.683908848102464E-03 -4.528923085383230E-03
 2.802945112218861E+02 -6.026409948844957E-08 -1.650573966734290E-03 -4.422977578100284E-03
 2.805012180885689E+02 -6.378934713779927E-08 -1.615498473861530E-03 -4.312372699247015E-03
 2.807079249552517E+02 -6.738538615991274E-08 -1.578716089831973E-03 -4.197213908070467E-03
 2.809146318219344E+02 -7.104426913429052E-08 -1.540262361143984E-03 -4.077611598379904E-03
 2.811213386886173E+02 -7.474751129166179E-08 -1.500174598511044E-03 -3.953680925561097E-03
 2.813280455553001E+02 -7.848796457210483E-08 -1.458491892798803E-03 -3.825541703428495E-03
 2.815347524219829E+02 -8.225052283705736E-08 -1.415255049742751E-03 -3.693318406400534E-03
 2.817414592886657E+02 -8.601924861295629E-08 -1.370506492521942E-03 -3.557139764078677E-03
 2.819481661553485E+02 -8.978667409564878E-08 -1.324290318006283E-03 -3.417138875184224E-03
 2.821548730220313E+02 -9.353259855515716E-08 -1.276652168098814E-03 -3.273453005241296E-03
 2.823615798887141E+02 -9.724693583734734E-08 -1.227639238442515E-03 -3.126223401017718E-03
 2.825682867553969E+02 -1.009152867936791E-07 -1.177300206990369E-03 -2.975595180572143E-03
 2.827749936220797E+02 -1.045171487135121E-07 -1.125685179762726E-03 -2.821717220257598E-03
 2.829817004887626E+02 -1.080436042855126E-07 -1.072845683840240E-03 -2.664741953057960E-03
 2.831884073554453E+02 -1.114724668127565E-07 -1.018834544397403E-03 -2.504825185681380E-03
 2.833951142221281E+02 -1.147896675490756E-07 -9.637058691335740E-04 -2.342125976782078E-03
 2.836018210888109E+02 -1.179825908081966E-07 -9.075150202060065E-04 -2.176806487067764E-03
 2.838085279554938E+02 -1.210302862375556E-07 -8.503185335331494E-04 -2.009031843642718E-03
 2.840152348221766E+02 -1.239242379824645E-07 -7.921739996912536E-04 -1.838969763970841E-03
 2.842219416888594E+02 -1.266472473560043E-07 -7.331401376068161E-04 -1.666790692147657E-03
 2.844286485555422E+02 -1.291843787498692E-07 -6.732766202608245E-04 -1.492667423268043E-03
 2.846353554222250E+02 -1.315274644753117E-07 -6.126440690141464E-04 -1.316774994456162E-03
 2.848420622889078E+02 -1.336574193544493E-07 -5.513039772682546E-04 -1.139290461510458E-03
 2.850487691555906E+02 -1.355658447721453E-07 -4.893186359729213E-04 -9.603927939506104E-04
 2.852554760222734E+02 -1.372402458343913E-07 -4.267510646499605E-04 -7.802625396112632E-04
 2.854621828889562E+02 -1.386641912404230E-07 -3.636649644284840E-04 -5.990817936458834E-04
 2.856688897556390E+02 -1.398326503476710E-07 -3.001246506059580E-04 -4.170339842173062E-04
 2.858755966223218E+02 -1.407292273825078E-07 -2.361949783400251E-04 -2.343036115036947E-04
 2.860823034890046E+02 -1.413461596655452E-07 -1.719412556623240E-04 -5.107609742069445E-05
 2.862890103556874E+02 -1.416773223184009E-07 -1.074292386559253E-04  1.324623317385673E-04
 2.864957172223703E+02 -1.417086750166163E-07 -4.272494053034469E-05  3.161250881056153E-04
 2.867024240890531E+02 -1.414388854925619E-07  2.210529941407931E-05  4.997250938458794E-04
 2.869091309557359E+02 -1.408574057393253E-07  8.699494929724696E-05  6.830751581025164E-04
 2.871158378224187E+02 -1.399574109939294E-07  1.518773782834153E-04  8.659881839472767E-04
 2.873225446891015E+02 -1.387387662532547E-07  2.166858538964756E-04  1.048277275022766E-03
 2.875292515557843E+02 -1.371924440718431E-07  2.813536646328639E-04  1.229755970138857E-03
 2.877359584224671E+02 -1.353210592469622E-07  3.458142238232076E-04  1.410238585568006E-03
 2.879426652891499E+02 -1.331238337343166E-07  4.100010228463320E-04  1.589540113779726E-03
 2.881493721558327E+02 -1.305978756249715E-07  4.738478128217950E-04  1.767476652242870E-03
 2.883560790225155E+02 -1.277509085184647E-07  5.372886199503040E-04  1.943865517454334E-03
 2.885627858891983E+02 -1.245814864603290E-07  6.002578065580413E-04  2.118525370364730E-03
 2.887694927558811E+02 -1.210958018305064E-07  6.626902133806707E-04  2.291276598165789E-03
 2.889761996225639E+02 -1.173024344325313E-07  7.245211668330258E-04  2.461941342544407E-03
 2.891829064892468E+02 -1.132022724448234E-07  7.856865206144322E-04  2.630343633054714E-03
 2.893896133559296E+02 -1.088085532785499E-07  8.461227985572914E-04  2.796309717067792E-03
 2.895963202226123E+02 -1.041270998314303E-07  9.057672091565306E-04  2.959668151661990E-03
 2.898030270892951E+02 -9.916690046907206E-08  9.645577138459822E-04  3.120249980703697E-03
 2.900097339559780E+02 -9.394466360390652E-08  1.022433160330413E-03  3.277889024233725E-03
 2.902164408226608E+02 -8.846789256722332E-08  1.079333219363464E-03  3.432421833543014E-03
 2.904231476893436E+02 -8.275480567476734E-08  1.135198560935999E-03  3.583688042625187E-03
 2.906298545560264E+02 -7.682050195967349E-08  1.189970863704751E-03  3.731530444002827E-03
 2.908365614227092E+02 -7.067730223297986E-08  1.243592868026925E-03  3.875795173369010E-03
 2.910432682893920E+02 -6.434704857838369E-08  1.296008474707530E-03  4.016331847508148E-03
 2.912499751560748E+02 -5.784257339769283E-08  1.347162747733177E-03  4.152993724480785E-03
 2.914566820227576E+02 -5.118274515325538E-08  1.397002016491822E-03  4.285637855958423E-03
 2.916633888894404E+02 -4.438896539227244E-08  1.445473913622654E-03  4.414125213574076E-03
 2.918700957561232E+02 -3.747552668187382E-08  1.492527431505353E-03  4.538320887841167E-03
 2.920768026228060E+02 -3.046740815193516E-08  1.538112984926458E-03  4.658094168396229E-03
 2.922835094894888E+02 -2.338358839892862E-08  1.582182450375096E-03  4.773318702602082E-03
 2.924902163561716E+02 -1.624402301558803E-08  1.624689230453959E-03  4.883872634588550E-03
 2.926969232228545E+02 -9.076181584077858E-09  1.665588290037146E-03  4.989638703279634E-03
 2.929036300895373E+02 -1.897621615398748E-09  1.704836237106658E-03  5.090504424322589E-03
 2.931103369562201E+02  5.264730873477674E-09  1.742391323581020E-03  5.186362151144721E-03
 2.933170438229029E+02  1.238757718624584E-08  1.778213523239531E-03  5.277109205496135E-03
 2.935237506895857E+02  1.945168648376239E-08  1.812264571182315E-03  5.362648009884496E-03
 2.937304575562685E+02  2.642912022565724E-08  1.844507986545470E-03  5.442886200122054E-03
 2.939371644229513E+02  3.330233155907081E-08  1.874909106374518E-03  5.517736558887050E-03
 2.941438712896341E+02  4.004801112955647E-08  1.903435133676573E-03  5.587117310320550E-03
 2.943505781563169E+02  4.664257602371435E-08  1.930055184992243E-03  5.650952115322246E-03
 2.945572850229997E+02  5.306961980977576E-08  1.954740333898144E-03  5.709170168537544E-03
 2.947639918896825E+02  5.930392887876224E-08  1.977463587370039E-03  5.761706250013648E-03
 2.949706987563653E+02  6.532728846764257E-08  1.998199982084066E-03  5.808500787294253E-03
 2.951774056230481E+02  7.112058497682483E-08  2.016926571126902E-03  5.849499958319881E-03
 2.953841124897310E+02  7.665935441991678E-08  2.033622456654493E-03  5.884655710371832E-03
 2.955908193564138E+02  8.192937173134851E-08  2.048268828553448E-03  5.913925815411896E-03
 2.957975262230966E+02  8.690859942817042E-08  2.060848955974124E-03  5.937273937157807E-03
 2.960042330897793E+02  9.157977487461721E-08  2.071348234940244E-03  5.954669652435874E-03
 2.962109399564622E+02  9.592983474249195E-08  2.079754182263715E-03  5.966088493446322E-03
 2.964176468231450E+02  9.993771854510669E-08  2.086056453171774E-03  5.971511975650648E-03
 2.966243536898278E+02  1.035939050098023E-07  2.090246854782241E-03  5.970927627229896E-03
 2.968310605565106E+02  1.068829149630801E-07  2.092319344394174E-03  5.964328996906954E-03
 2.970377674231934E+02  1.097916708658886E-07  2.092270029862349E-03  5.951715664425663E-03
 2.972444742898762E+02  1.123139128367256E-07  2.090097183305638E-03  5.933093260017278E-03
 2.974511811565590E+02  1.144354619952992E-07  2.085801227275412E-03  5.908473437771974E-03
 2.976578880232418E+02  1.161513552005999E-07  2.079384734220948E-03  5.877873898400425E-03
 2.978645948899246E+02  1.174548458493518E-07  2.070852445000889E-03  5.841318355665176E-03
 2.980713017566075E+02  1.183373932178711E-07  2.060211208400452E-03  5.798836493459002E-03
 2.982780086232902E+02  1.188001377272485E-07  2.047470057011813E-03  5.750464045925778E-03
