# Induced dipole moment in x, y and z direction, all in Rydberg units
# 1 Ry time unit = 2 Hartree a.u. = 0.048377687 fs
# 1 Ry dipole moment unit = sqrt(2) Hartree a.u.
#!BT VERSION                     v2.0.8-274-g813ffda                                         
#!BT DATE                        06-APR-2021_15:54:05_+0200                                  
#!BT SYSID                       [none]                                                      
#!BT NATOMS                      44                                                          
#!BT NTYPES                      4                                                           
#!BT ATOMSPERTYPE                20,2,4,18                                                   
#!BT NELEC                       6.600000E+01,6.600000E+01                                   
#!BT DX                   a0     3.500000E-01                                                
#!BT T_START              t_ry   0.000000E+00                                                
#!BT DT                   t_ry   2.067069E-01                                                
#!BT BOOSTMASK                   global                                                      
#!BT BOOSTENERGY          Ry     1.000000E-07                                                
#!BT BOOSTKVEC                   0.000000E+00,0.000000E+00,1.000000E+00                      
#!BT EXCITATION                  no                                                          
#!BT EXCITMASK                   global                                                      
#!BT NLASER                      0                                                           
#!BT LASERFREQ            Ry                                                                 
#!BT LASERINT             W/cm^2                                                             
#!BT LASEREFIELD          E_ry                                                               
#!BT LASERPOLX                                                                               
#!BT LASERPOLY                                                                               
#!BT LASERPOLZ                                                                               
#!BT LASERSTART           t_ry                                                               
#!BT LASEREND             t_ry                                                               
#!BT OBSERVABLE                  dipole                                                      
#!BT STRIDE                      1                                                           
#!BT MASK                        global1                                                     
#!BT NAREAS                      1                                                           
#!BT AREA                        1                                                           
#!BT SPIN                        tot                                                         
#!BT DIP0                 dip_ry -6.321277E-03,-1.125717E+00,-4.509021E-02                   
#time                 |           x          |           y          |           z          |
 8.888395267360693E+00 -4.182028447721926E-05  1.800696463050144E-05  4.425162865923232E-04
 9.095102134043499E+00  5.740335262399872E-05  2.052409015385059E-05  5.466608678762822E-04
 9.301809000726307E+00  1.524363838221214E-04  2.205391735787821E-05  6.161411036715372E-04
 9.508515867409113E+00  2.388359147197164E-04  2.278042857573048E-05  6.561149492900487E-04
 9.715222734091920E+00  3.129258021601303E-04  2.349322387029673E-05  6.733737920440047E-04
 9.921929600774726E+00  3.708975926385548E-04  2.392632572334463E-05  6.736020584552430E-04
 1.012863646745753E+01  4.087542840849352E-04  2.308128428007983E-05  6.619592337698682E-04
 1.033534333414034E+01  4.240283558636614E-04  2.058611819233391E-05  6.422234066324473E-04
 1.054205020082315E+01  4.179460229732992E-04  1.634597657962367E-05  6.170385833230568E-04
 1.074875706750595E+01  3.940436916476716E-04  1.086727639942886E-05  5.882185387478672E-04
 1.095546393418876E+01  3.547815218755664E-04  5.016108892919036E-06  5.568974276789623E-04
 1.116217080087157E+01  3.012264645445234E-04 -5.001507221713553E-07  5.243575683880827E-04
 1.136887766755437E+01  2.353926007547576E-04 -5.374298426952251E-06  4.903846008552787E-04
 1.157558453423718E+01  1.616802798808711E-04 -1.013661789328602E-05  4.533776026497682E-04
 1.178229140091999E+01  8.711379097217555E-05 -1.517276713647320E-05  4.128282468092298E-04
 1.198899826760280E+01  1.951867959108702E-05 -2.001809316931613E-05  3.686922939569182E-04
 1.219570513428560E+01 -3.547885515320717E-05 -2.369261655976729E-05  3.191487826930267E-04
 1.240241200096841E+01 -7.516296663968424E-05 -2.524856073971016E-05  2.618540818885226E-04
 1.260911886765122E+01 -9.954161360839486E-05 -2.405138788241779E-05  1.954619130591848E-04
 1.281582573433402E+01 -1.103574273476097E-04 -2.007022857752894E-05  1.216818902987360E-04
 1.302253260101683E+01 -1.097253749400458E-04 -1.406070797616010E-05  4.557570196671301E-05
 1.322923946769964E+01 -1.007172528776712E-04 -6.792736284122469E-06 -2.943338894321329E-05
 1.343594633438244E+01 -8.686743030384206E-05  7.689113565856331E-07 -1.004917951415510E-04
 1.364265320106525E+01 -7.038421519890963E-05  7.522752538235977E-06 -1.639504620405546E-04
 1.384936006774806E+01 -5.246489165253252E-05  1.270647032969308E-05 -2.181370990894660E-04
 1.405606693443086E+01 -3.496440475961923E-05  1.585370735268654E-05 -2.617019179941629E-04
 1.426277380111367E+01 -2.021849363662790E-05  1.718338140843656E-05 -2.938722329875257E-04
 1.446948066779648E+01 -9.650129326480884E-06  1.713409203740746E-05 -3.157559536583615E-04
 1.467618753447928E+01 -4.583366728698468E-06  1.640715295714301E-05 -3.298250050690552E-04
 1.488289440116209E+01 -7.178506026673734E-06  1.593322911319639E-05 -3.405760555775378E-04
 1.508960126784490E+01 -1.933993971613319E-05  1.572705820662712E-05 -3.520694590882570E-04
 1.529630813452770E+01 -4.182526868853117E-05  1.477493212265202E-05 -3.639160548054785E-04
 1.550301500121051E+01 -7.405611148282067E-05  1.233575714154611E-05 -3.729114136394943E-04
 1.570972186789332E+01 -1.138542402841902E-04  9.039445178826711E-06 -3.758738370762266E-04
 1.591642873457612E+01 -1.579238371320346E-04  6.281974598065787E-06 -3.726967191549704E-04
 1.612313560125893E+01 -2.035342183588189E-04  4.581406667814036E-06 -3.682297013975835E-04
 1.632984246794174E+01 -2.494325799707693E-04  2.952910994391544E-06 -3.674350809316079E-04
 1.653654933462455E+01 -2.937488865653757E-04  3.759567870353919E-07 -3.706716318544953E-04
 1.674325620130735E+01 -3.327081847793456E-04 -3.609828360451317E-06 -3.744625791587478E-04
 1.694996306799016E+01 -3.621554540294662E-04 -8.717436910554710E-06 -3.755823068998174E-04
 1.715666993467297E+01 -3.787712675136215E-04 -1.396693623645362E-05 -3.725239212511444E-04
 1.736337680135577E+01 -3.811214039646082E-04 -1.856889899842784E-05 -3.635184107972644E-04
 1.757008366803858E+01 -3.696924873446451E-04 -2.179020272996546E-05 -3.463201065702706E-04
 1.777679053472139E+01 -3.460156945174391E-04 -2.307029036185959E-05 -3.187075537336229E-04
 1.798349740140419E+01 -3.118622912392363E-04 -2.232251800493579E-05 -2.780255667843082E-04
 1.819020426808700E+01 -2.680183939732413E-04 -2.017275678656283E-05 -2.231942907342591E-04
 1.839691113476981E+01 -2.144478868610191E-04 -1.714455474810528E-05 -1.567790379494310E-04
 1.860361800145262E+01 -1.513593133273591E-04 -1.358215287661224E-05 -8.266366381304985E-05
 1.881032486813542E+01 -7.955996775655533E-05 -1.014613934358088E-05 -4.093174059929816E-06
 1.901703173481823E+01 -4.266328211257817E-07 -7.306986496979917E-06  7.637262059649597E-05
 1.922373860150104E+01  8.375927183384372E-05 -4.674778666391433E-06  1.565730379994232E-04
 1.943044546818384E+01  1.694508929890879E-04 -1.457571734420071E-06  2.344370669062623E-04
 1.963715233486665E+01  2.529645191311942E-04  1.994306444874638E-06  3.078918189920177E-04
 1.984385920154946E+01  3.312861514228535E-04  4.919737776942767E-06  3.753520688847822E-04
 2.005056606823226E+01  4.012779436246691E-04  7.373734272064780E-06  4.381423745595803E-04
 2.025727293491507E+01  4.596275245099595E-04  9.937603460130617E-06  4.981935532805751E-04
 2.046397980159788E+01  5.032927792348761E-04  1.265114048676352E-05  5.539351327891254E-04
 2.067068666828068E+01  5.298743451960589E-04  1.534443938644436E-05  6.014776946160691E-04
 2.087739353496349E+01  5.385087921443493E-04  1.781590132199362E-05  6.373001357013394E-04
 2.108410040164630E+01  5.300397168560940E-04  1.947122944589985E-05  6.595975400655041E-04
 2.129080726832910E+01  5.067590805659331E-04  1.994697917395705E-05  6.684261009535508E-04
 2.149751413501191E+01  4.720662347810966E-04  1.946638342875673E-05  6.652543426270002E-04
 2.170422100169472E+01  4.300720741999059E-04  1.834362237262965E-05  6.525540843769356E-04
 2.191092786837752E+01  3.848965398082381E-04  1.667440500274786E-05  6.328086124175597E-04
 2.211763473506033E+01  3.399688482068446E-04  1.466186986709417E-05  6.071410616167450E-04
 2.232434160174314E+01  2.987167244996002E-04  1.218823507875832E-05  5.761039857401298E-04
 2.253104846842594E+01  2.653327986378816E-04  8.853433315580972E-06  5.409397542591940E-04
 2.273775533510875E+01  2.437425465765305E-04  4.570835571371390E-06  5.027029790488913E-04
 2.294446220179156E+01  2.361354354080275E-04  4.205833106230017E-07  4.619627853944888E-04
 2.315116906847437E+01  2.418697324711146E-04 -2.058682887051688E-06  4.202046802507103E-04
 2.335787593515717E+01  2.574589492511728E-04 -2.407234015233684E-06  3.799889081146993E-04
 2.356458280183998E+01  2.788805376719369E-04 -1.397115848345010E-06  3.438997598587956E-04
 2.377128966852279E+01  3.026915727179207E-04 -4.270852915766454E-08  3.128910558417089E-04
 2.397799653520559E+01  3.252648423501519E-04  6.495055104860370E-07  2.867086094482246E-04
 2.418470340188840E+01  3.439201231532560E-04 -2.589863634661072E-08  2.649845666814685E-04
 2.439141026857121E+01  3.574603012477754E-04 -1.362120930270549E-06  2.466508447133212E-04
 2.459811713525401E+01  3.634614157196877E-04 -1.039419251336327E-06  2.310642779514149E-04
 2.480482400193682E+01  3.589862920633548E-04  2.688401342876290E-06  2.180579506013344E-04
 2.501153086861963E+01  3.437109323341167E-04  8.917143794695548E-06  2.057454490024674E-04
 2.521823773530243E+01  3.185830233124326E-04  1.550269793582082E-05  1.896477451141382E-04
 2.542494460198524E+01  2.839939844638444E-04  2.065415889318523E-05  1.662489273287771E-04
 2.563165146866805E+01  2.403421517494240E-04  2.317958709929790E-05  1.354752610724236E-04
 2.583835833535085E+01  1.885070325756176E-04  2.262448698453490E-05  9.791509763498740E-05
 2.604506520203366E+01  1.295217380676726E-04  1.978400329893937E-05  5.354409356615047E-05
 2.625177206871647E+01  6.440993112676215E-05  1.648440290558106E-05  2.971044846762638E-06
 2.645847893539927E+01 -5.914545833691706E-06  1.399819916025891E-05 -5.260014054622036E-05
 2.666518580208208E+01 -8.058814292382765E-05  1.196796583768922E-05 -1.113950615476977E-04
 2.687189266876489E+01 -1.579264584463417E-04  9.795439287474395E-06 -1.709504587329366E-04
 2.707859953544769E+01 -2.355858657390759E-04  7.148256476519066E-06 -2.292665523258852E-04
 2.728530640213050E+01 -3.114696385286813E-04  3.051656193520103E-06 -2.863581408255392E-04
 2.749201326881331E+01 -3.827478173100618E-04 -2.875648867028957E-06 -3.441877124500392E-04
 2.769872013549612E+01 -4.459722387129862E-04 -9.324542389110846E-06 -4.043924296513249E-04
 2.790542700217892E+01 -4.988015636143749E-04 -1.444543688711164E-05 -4.664359641380067E-04
 2.811213386886173E+01 -5.400094569337870E-04 -1.696233293646543E-05 -5.282418686946636E-04
 2.831884073554454E+01 -5.686191707529918E-04 -1.696229545400385E-05 -5.868800423413367E-04
 2.852554760222734E+01 -5.845439050934809E-04 -1.568595729239952E-05 -6.393324333188108E-04
 2.873225446891015E+01 -5.893563404796272E-04 -1.437456536801385E-05 -6.827641478460017E-04
 2.893896133559296E+01 -5.855558712202025E-04 -1.340983638264959E-05 -7.150370285343294E-04
 2.914566820227576E+01 -5.752475684104551E-04 -1.267059916720825E-05 -7.349567421925385E-04
 2.935237506895857E+01 -5.595213969674367E-04 -1.235027003421152E-05 -7.403312285937866E-04
 2.955908193564138E+01 -5.392959385543640E-04 -1.221287094921308E-05 -7.282523581295039E-04
 2.976578880232418E+01 -5.155164660991685E-04 -1.163846653184919E-05 -6.978213094848140E-04
 2.997249566900699E+01 -4.886441075207370E-04 -1.055445673836530E-05 -6.497916169804566E-04
 3.017920253568980E+01 -4.585954521549888E-04 -9.055267871982409E-06 -5.852836593639790E-04
 3.038590940237260E+01 -4.242555712620681E-04 -7.494598027291133E-06 -5.072722711613811E-04
 3.059261626905541E+01 -3.837809065420804E-04 -6.822723031207900E-06 -4.214633909493115E-04
 3.079932313573822E+01 -3.357877889370569E-04 -7.541214573691946E-06 -3.339898541953532E-04
 3.100603000242102E+01 -2.799662700819563E-04 -9.450941248489997E-06 -2.475224146939042E-04
 3.121273686910383E+01 -2.179573807471252E-04 -1.226533791998108E-05 -1.622148428721479E-04
 3.141944373578664E+01 -1.531547635460718E-04 -1.570082267576822E-05 -8.068132202112416E-05
 3.162615060246944E+01 -8.870059847451706E-05 -1.886740127199360E-05 -7.559556180862514E-06
 3.183285746915225E+01 -2.671025353147890E-05 -2.070964999689728E-05  5.382379191390396E-05
 3.203956433583506E+01  3.011450961822731E-05 -2.110656811282752E-05  1.032114968457856E-04
 3.224627120251787E+01  7.804191566278349E-05 -1.990652262606751E-05  1.420331291977495E-04
 3.245297806920068E+01  1.142320633930336E-04 -1.654926386662758E-05  1.696121457442357E-04
 3.265968493588348E+01  1.380819325596094E-04 -1.160331900407208E-05  1.843032732814637E-04
 3.286639180256628E+01  1.514258496614438E-04 -6.559159438035422E-06  1.855876876781931E-04
 3.307309866924909E+01  1.578327522020091E-04 -2.781056162248774E-06  1.735393318525041E-04
 3.327980553593190E+01  1.602097802379928E-04 -1.426235634482964E-06  1.489666767980763E-04
 3.348651240261471E+01  1.597850674585274E-04 -2.696613421449001E-06  1.131475622151781E-04
 3.369321926929751E+01  1.574598871649556E-04 -5.097974841827835E-06  6.861654131081613E-05
 3.389992613598032E+01  1.540227603807993E-04 -6.797319010543035E-06  1.898118050830400E-05
 3.410663300266313E+01  1.505766425109051E-04 -6.931534822562924E-06 -3.186719999024451E-05
 3.431333986934593E+01  1.491996324410874E-04 -5.154804948004355E-06 -7.939072182226031E-05
 3.452004673602874E+01  1.510937726742715E-04 -1.564263492959128E-06 -1.207635927787457E-04
 3.472675360271155E+01  1.558266771301128E-04  2.730869575584549E-06 -1.553469688913775E-04
 3.493346046939435E+01  1.629163589645577E-04  6.562638596774306E-06 -1.814772243095633E-04
 3.514016733607716E+01  1.726008794648978E-04  9.438185111676489E-06 -1.962230373817667E-04
 3.534687420275997E+01  1.850748901682138E-04  1.085755998664339E-05 -1.979913741880016E-04
 3.555358106944278E+01  1.993487063261931E-04  1.070584111562134E-05 -1.859935459485526E-04
 3.576028793612558E+01  2.136408789085364E-04  9.324522892928400E-06 -1.594888017822996E-04
 3.596699480280839E+01  2.264651465816126E-04  6.905669265533376E-06 -1.213169615570386E-04
 3.617370166949119E+01  2.360142306620057E-04  4.301827793540269E-06 -7.753935083827657E-05
 3.638040853617400E+01  2.404223197065031E-04  3.302992303000352E-06 -3.207052091495910E-05
 3.658711540285681E+01  2.385721750466250E-04  5.043893130052268E-06  1.449813128264615E-05
 3.679382226953962E+01  2.296405646894399E-04  9.196147685575085E-06  6.251419616213477E-05
 3.700052913622243E+01  2.137775494282712E-04  1.451740289182268E-05  1.114499050778942E-04
 3.720723600290523E+01  1.919866340154537E-04  1.935392354712739E-05  1.597939978002089E-04
 3.741394286958803E+01  1.653418160077772E-04  2.211950086783432E-05  2.049946868497368E-04
 3.762064973627084E+01  1.348912633089136E-04  2.153643539659633E-05  2.441784273565922E-04
 3.782735660295365E+01  1.019124916048601E-04  1.772732285987288E-05  2.750737835669551E-04
 3.803406346963646E+01  6.812908289674166E-05  1.222671534018005E-05  2.949655379178850E-04
 3.824077033631927E+01  3.476641478091739E-05  6.154526756008138E-06  3.026136061608162E-04
 3.844747720300207E+01  2.815219240991443E-06  4.602697798450350E-07  2.999099874869890E-04
 3.865418406968488E+01 -2.681005852892687E-05 -3.811919338625458E-06  2.885250912839088E-04
 3.886089093636768E+01 -5.446457665902148E-05 -6.250225918158492E-06  2.684231594571665E-04
 3.906759780305049E+01 -8.144735169528673E-05 -6.772392328935339E-06  2.394104117870929E-04
 3.927430466973330E+01 -1.091832741984084E-04 -5.917874955407854E-06  2.026354750213205E-04
 3.948101153641610E+01 -1.385325450008919E-04 -4.940092142691199E-06  1.598918519290088E-04
 3.968771840309891E+01 -1.691453261098118E-04 -4.651151635171047E-06  1.117912817791555E-04
 3.989442526978172E+01 -2.007571884911101E-04 -4.850843860593201E-06  5.944565999652790E-05
 4.010113213646453E+01 -2.330248363117899E-04 -5.383911998002588E-06  4.650268823083725E-06
 4.030783900314733E+01 -2.645896101084212E-04 -6.930246391201322E-06 -5.273193210206945E-05
 4.051454586983014E+01 -2.944291764833597E-04 -9.645303935768013E-06 -1.125567372661646E-04
 4.072125273651294E+01 -3.221101509257732E-04 -1.213802264876662E-05 -1.723482412855151E-04
 4.092795960319575E+01 -3.470983214805233E-04 -1.304322256534540E-05 -2.288672776857431E-04
 4.113466646987856E+01 -3.691891545200198E-04 -1.209257035195144E-05 -2.787267594139206E-04
 4.134137333656137E+01 -3.887684862126286E-04 -9.236732392281510E-06 -3.186218496297674E-04
 4.154808020324418E+01 -4.060992129836872E-04 -4.860703473719141E-06 -3.457772967803002E-04
 4.175478706992698E+01 -4.208008960350056E-04 -6.134749139796725E-07 -3.590481140187882E-04
 4.196149393660978E+01 -4.320875989848334E-04  1.697427692626263E-06 -3.590990738446473E-04
 4.216820080329259E+01 -4.394862947791189E-04  1.600390320488643E-06 -3.476759090500908E-04
 4.237490766997540E+01 -4.422487422400707E-04  8.706492038434988E-08 -3.261680487353438E-04
 4.258161453665821E+01 -4.390868748550712E-04 -1.345654213613656E-06 -2.945974444190022E-04
 4.278832140334102E+01 -4.291008071163364E-04 -2.003669308692224E-06 -2.526192937437333E-04
 4.299502827002382E+01 -4.120560982809936E-04 -2.161626029950625E-06 -2.009109703336592E-04
 4.320173513670663E+01 -3.881694559352321E-04 -2.352674492112072E-06 -1.408310815937536E-04
 4.340844200338943E+01 -3.570291274842836E-04 -3.425214162078305E-06 -7.526727957421486E-05
 4.361514887007224E+01 -3.183283139343634E-04 -6.487376961406000E-06 -8.537319569901225E-06
 4.382185573675505E+01 -2.734459831172740E-04 -1.166360168314284E-05  5.627199116869236E-05
 4.402856260343786E+01 -2.235799087699688E-04 -1.794221108308847E-05  1.165395004105105E-04
 4.423526947012066E+01 -1.683202753520853E-04 -2.397771090589806E-05  1.698211071807926E-04
 4.444197633680347E+01 -1.069957383423633E-04 -2.806142345823659E-05  2.143671482186110E-04
 4.464868320348628E+01 -3.937155476659623E-05 -2.857290695046366E-05  2.489127582913850E-04
 4.485539007016908E+01  3.452592681949408E-05 -2.527887887859848E-05  2.740093797387322E-04
 4.506209693685189E+01  1.136582973223603E-04 -1.912120433855691E-05  2.903726200338547E-04
 4.526880380353469E+01  1.957361716289725E-04 -1.099435090523571E-05  2.978815329859053E-04
 4.547551067021750E+01  2.781756671729439E-04 -1.869952529043317E-06  2.987166033699348E-04
 4.568221753690031E+01  3.587111523876219E-04  7.398442495309965E-06  2.972367872208156E-04
 4.588892440358312E+01  4.358510205449417E-04  1.701050084501610E-05  2.958649138979988E-04
 4.609563127026593E+01  5.088321413345663E-04  2.700897878038511E-05  2.949974785942527E-04
 4.630233813694873E+01  5.763167479955738E-04  3.590918014406697E-05  2.961106047272843E-04
 4.650904500363153E+01  6.360833365557476E-04  4.167211729644293E-05  3.019634789077977E-04
 4.671575187031434E+01  6.858573731212654E-04  4.323648856008333E-05  3.136109722000832E-04
 4.692245873699715E+01  7.240392451051013E-04  4.114592266279971E-05  3.303222905096867E-04
 4.712916560367996E+01  7.500665133423103E-04  3.672773912333227E-05  3.518841355555080E-04
 4.733587247036277E+01  7.642649957831493E-04  3.112781417358157E-05  3.776202425475467E-04
 4.754257933704557E+01  7.681126675602636E-04  2.489789182935631E-05  4.054784442468623E-04
 4.774928620372838E+01  7.633366140876695E-04  1.851236954664159E-05  4.322783027922925E-04
 4.795599307041118E+01  7.503356404867491E-04  1.266417658607466E-05  4.528888105134465E-04
 4.816269993709399E+01  7.290305592255195E-04  7.460802983860759E-06  4.623005686283377E-04
 4.836940680377680E+01  7.005165101295376E-04  2.859640753527515E-06  4.590575432104962E-04
 4.857611367045961E+01  6.674121560263889E-04 -7.810782942652139E-07  4.450165187720456E-04
 4.878282053714241E+01  6.324118904341165E-04 -3.234306827248901E-06  4.218188885624086E-04
 4.898952740382522E+01  5.965859003020848E-04 -4.504165868501886E-06  3.900875119563010E-04
 4.919623427050803E+01  5.596338606351546E-04 -4.523927840116571E-06  3.518755022338046E-04
 4.940294113719083E+01  5.204906898249335E-04 -2.978268984765720E-06  3.101526471732952E-04
 4.960964800387364E+01  4.777961665163926E-04  6.092183457706568E-07  2.671568838484642E-04
 4.981635487055645E+01  4.303749246368661E-04  6.364202517650241E-06  2.248046940359280E-04
 5.002306173723925E+01  3.777294879658095E-04  1.370120617183446E-05  1.863434521303456E-04
 5.022976860392206E+01  3.201959231314893E-04  2.157931148727421E-05  1.549537135655671E-04
 5.043647547060487E+01  2.580049417485603E-04  2.850293530465287E-05  1.312572418968178E-04
 5.064318233728768E+01  1.916250268404959E-04  3.256357767944529E-05  1.135874478568055E-04
 5.084988920397048E+01  1.223286689355767E-04  3.257963336245062E-05  9.977014894238523E-05
 5.105659607065328E+01  5.169480161167517E-05  2.900928385773938E-05  8.837454871522821E-05
 5.126330293733609E+01 -1.846547823012527E-05  2.256683402079851E-05  7.742472644125392E-05
 5.147000980401890E+01 -8.586215294447384E-05  1.323352858273452E-05  6.412065399519218E-05
 5.167671667070171E+01 -1.491118516790280E-04  1.912667331405160E-06  4.600385884882818E-05
 5.188342353738452E+01 -2.083268652166908E-04 -8.560580387673156E-06  2.114426231737687E-05
 5.209013040406732E+01 -2.630795138319261E-04 -1.521102242896255E-05 -1.150703808406456E-05
 5.229683727075013E+01 -3.121312822816896E-04 -1.709678804906467E-05 -5.120231222190824E-05
 5.250354413743293E+01 -3.541726914556139E-04 -1.556250262435555E-05 -9.637046710658792E-05
 5.271025100411574E+01 -3.885270017508517E-04 -1.279314460300718E-05 -1.453266975326092E-04
 5.291695787079855E+01 -4.158274538478687E-04 -9.915500741364269E-06 -1.951110955786539E-04
 5.312366473748136E+01 -4.373540624316519E-04 -7.738331070372695E-06 -2.422821301992159E-04
 5.333037160416416E+01 -4.552591830079451E-04 -7.916002801033883E-06 -2.846141179661602E-04
 5.353707847084697E+01 -4.717201879563936E-04 -1.074273358914191E-05 -3.203321286269142E-04
 5.374378533752978E+01 -4.868572997780794E-04 -1.372716713254896E-05 -3.484897132783604E-04
 5.395049220421258E+01 -4.991534964914821E-04 -1.415804332283166E-05 -3.700555588843149E-04
 5.415719907089539E+01 -5.071770106356913E-04 -1.153955803645523E-05 -3.861961672139078E-04
 5.436390593757820E+01 -5.109204244870789E-04 -6.884720754607443E-06 -3.986229339292408E-04
 5.457061280426100E+01 -5.102540843608108E-04 -1.779398437484758E-06 -4.102044931442381E-04
 5.477731967094381E+01 -5.041407916603520E-04  1.830188683937806E-06 -4.218562704505560E-04
