# Induced dipole moment in x, y and z direction, all in Rydberg units
# 1 Ry time unit = 2 Hartree a.u. = 0.048377687 fs
# 1 Ry dipole moment unit = sqrt(2) Hartree a.u.
#!BT VERSION                     v2.0.10                                                     
#!BT DATE                        06-OCT-2021_17:28:04_+0200                                  
#!BT SYSID                       [none]                                                      
#!BT NATOMS                      58                                                          
#!BT NTYPES                      5                                                           
#!BT ATOMSPERTYPE                28,2,4,22,2                                                 
#!BT NELEC                       9.000000E+01,9.000000E+01                                   
#!BT DX                   a0     3.500000E-01                                                
#!BT T_START              t_ry   0.000000E+00                                                
#!BT DT                   t_ry   2.067069E-01                                                
#!BT BOOSTMASK                   global                                                      
#!BT BOOSTENERGY          Ry     1.000000E-07                                                
#!BT BOOSTKVEC                   7.071068E-01,7.071068E-01,0.000000E+00                      
#!BT EXCITATION                  no                                                          
#!BT EXCITMASK                   global                                                      
#!BT NLASER                      0                                                           
#!BT LASERFREQ            Ry                                                                 
#!BT LASERINT             W/cm^2                                                             
#!BT LASEREFIELD          E_ry                                                               
#!BT LASERPOLX                                                                               
#!BT LASERPOLY                                                                               
#!BT LASERPOLZ                                                                               
#!BT LASERSTART           t_ry                                                               
#!BT LASEREND             t_ry                                                               
#!BT OBSERVABLE                  dipole                                                      
#!BT STRIDE                      1                                                           
#!BT MASK                        global1                                                     
#!BT NAREAS                      1                                                           
#!BT AREA                        1                                                           
#!BT SPIN                        tot                                                         
#!BT DIP0                 dip_ry 4.689004E-02,-3.801881E-01,-2.442345E-02                    
#time                 |           x          |           y          |           z          |
 4.088661822985919E+02 -8.313611348141625E-06 -2.564382171799107E-05 -1.078887441788058E-04
 4.090728891652747E+02  2.066928120134093E-05 -1.434392481158842E-05 -1.272027634841855E-04
 4.092795960319575E+02  5.114757823713317E-05 -4.202581046719445E-06 -1.421804989575823E-04
 4.094863028986403E+02  8.283162987753750E-05  3.841148862537835E-06 -1.520778404859348E-04
 4.096930097653231E+02  1.151464881656433E-04  9.438898052938072E-06 -1.573995478415663E-04
 4.098997166320059E+02  1.472997217153507E-04  1.291543804771145E-05 -1.593890721703489E-04
 4.101064234986887E+02  1.779586280999876E-04  1.431347827657303E-05 -1.591273386366589E-04
 4.103131303653715E+02  2.056800352736587E-04  1.220703827375935E-05 -1.574653642220682E-04
 4.105198372320543E+02  2.302731447127865E-04  5.345381204724386E-06 -1.552079668944509E-04
 4.107265440987372E+02  2.526342973590487E-04 -5.525306410847364E-06 -1.533039709032923E-04
 4.109332509654200E+02  2.731282252993947E-04 -1.838890025845918E-05 -1.525261710406747E-04
 4.111399578321028E+02  2.916571142708990E-04 -2.991860350209929E-05 -1.536007536622891E-04
 4.113466646987856E+02  3.082338128793105E-04 -3.658012586166270E-05 -1.569845827188131E-04
 4.115533715654684E+02  3.226633542313118E-04 -3.686027112581591E-05 -1.620011808022466E-04
 4.117600784321512E+02  3.346976621541875E-04 -3.119926739353351E-05 -1.675116373467157E-04
 4.119667852988340E+02  3.447226977683140E-04 -2.143081562555604E-05 -1.730067827349462E-04
 4.121734921655168E+02  3.533837919932337E-04 -1.031521915706435E-05 -1.784402452338629E-04
 4.123801990321996E+02  3.610679621735141E-04  3.544142119227267E-07 -1.830270184413896E-04
 4.125869058988824E+02  3.673219943891373E-04  9.796065737310844E-06 -1.855027492996576E-04
 4.127936127655652E+02  3.707112266648285E-04  1.697351067569963E-05 -1.857044984615135E-04
 4.130003196322480E+02  3.699690621694202E-04  2.152172018465848E-05 -1.844675438279104E-04
 4.132070264989308E+02  3.650802370056550E-04  2.439555268318738E-05 -1.825104620791392E-04
 4.134137333656137E+02  3.569733403083752E-04  2.731985302262263E-05 -1.799155982250000E-04
 4.136204402322965E+02  3.466475378174419E-04  3.163498345915006E-05 -1.766031574583667E-04
 4.138271470989793E+02  3.349010795562768E-04  3.710829252157044E-05 -1.725894244534523E-04
 4.140338539656620E+02  3.220012796190802E-04  4.178668999871293E-05 -1.677707999425820E-04
 4.142405608323449E+02  3.080965514233522E-04  4.261734382887683E-05 -1.618298636554862E-04
 4.144472676990277E+02  2.933185206937319E-04  3.739421547227506E-05 -1.544103032697121E-04
 4.146539745657105E+02  2.775846728219830E-04  2.613126074718641E-05 -1.454637625578452E-04
 4.148606814323933E+02  2.603898883226721E-04  1.052930735739865E-05 -1.350824717084136E-04
 4.150673882990761E+02  2.406755527892199E-04 -7.276260613142682E-06 -1.233202368462090E-04
 4.152740951657589E+02  2.180424981093540E-04 -2.571534413753351E-05 -1.107166377655074E-04
 4.154808020324417E+02  1.936513716643065E-04 -4.377498481000774E-05 -9.832214889329491E-05
 4.156875088991245E+02  1.702309995439133E-04 -6.065985511627403E-05 -8.644453890864143E-05
 4.158942157658073E+02  1.501970621171841E-04 -7.562898574603460E-05 -7.430613321459181E-05
 4.161009226324902E+02  1.345762164858891E-04 -8.774280437762183E-05 -6.114402957365511E-05
 4.163076294991729E+02  1.240032428583976E-04 -9.522860394567401E-05 -4.666857653244649E-05
 4.165143363658557E+02  1.189155456345764E-04 -9.595548788521313E-05 -3.116561337903126E-05
 4.167210432325385E+02  1.192437445406494E-04 -8.906108620304609E-05 -1.532112801987118E-05
 4.169277500992214E+02  1.240750185622710E-04 -7.539341151591161E-05  9.162445748639447E-08
 4.171344569659042E+02  1.326463646693504E-04 -5.661909219784045E-05  1.410701258704877E-05
 4.173411638325870E+02  1.450206985326372E-04 -3.410043068929891E-05  2.615551816352243E-05
 4.175478706992698E+02  1.605925569121078E-04 -8.856545150037753E-06  3.580055570132079E-05
 4.177545775659526E+02  1.778364342053529E-04  1.800359501985538E-05  4.223119600253039E-05
 4.179612844326354E+02  1.943403045753522E-04  4.480957589531043E-05  4.470921213886245E-05
 4.181679912993182E+02  2.064426647987935E-04  6.850379739892221E-05  4.277752561152037E-05
 4.183746981660010E+02  2.107811468598231E-04  8.545473529603109E-05  3.619905806747509E-05
 4.185814050326838E+02  2.049344936322847E-04  9.338192773317155E-05  2.568859659047781E-05
 4.187881118993666E+02  1.869915799925376E-04  9.202320371881623E-05  1.297539749841106E-05
 4.189948187660494E+02  1.560653695796763E-04  8.243565170124034E-05 -6.004197391426547E-07
 4.192015256327322E+02  1.130800836778023E-04  6.626707553986089E-05 -1.407014308041007E-05
 4.194082324994150E+02  6.056242174108661E-05  4.525252950138281E-05 -2.605799024106917E-05
 4.196149393660979E+02  1.703004044804890E-06  2.146807584035848E-05 -3.526118925573432E-05
 4.198216462327807E+02 -6.055339658504050E-05 -2.110461397142327E-06 -4.095609283175441E-05
 4.200283530994635E+02 -1.234473505305062E-04 -2.280040763658064E-05 -4.327478591905840E-05
 4.202350599661463E+02 -1.837128959338644E-04 -3.931210082125380E-05 -4.318237090646451E-05
 4.204417668328291E+02 -2.379987152795193E-04 -5.134597579453670E-05 -4.202548805414680E-05
 4.206484736995119E+02 -2.835883695298871E-04 -5.840969453213551E-05 -4.104135132292769E-05
 4.208551805661947E+02 -3.184802988967297E-04 -5.982726078329614E-05 -4.063548873733600E-05
 4.210618874328775E+02 -3.417915473334088E-04 -5.546276957707486E-05 -4.001518826468251E-05
 4.212685942995603E+02 -3.532367523189639E-04 -4.557373375357887E-05 -3.730657808639556E-05
 4.214753011662431E+02 -3.527520467043743E-04 -3.132672543865178E-05 -3.100722463869610E-05
 4.216820080329259E+02 -3.418131825444828E-04 -1.485383296251364E-05 -2.104559625034502E-05
 4.218887148996087E+02 -3.233395589545274E-04  1.595484295180416E-06 -7.834999645822682E-06
 4.220954217662915E+02 -3.004066057338967E-04  1.642926245459808E-05  8.134442487234272E-06
 4.223021286329744E+02 -2.761905283763105E-04  2.893834113482097E-05  2.618479207093863E-05
 4.225088354996572E+02 -2.532439677437950E-04  3.866302589000670E-05  4.566922899815196E-05
 4.227155423663399E+02 -2.324099738334473E-04  4.493753207773787E-05  6.585123648022995E-05
 4.229222492330227E+02 -2.140573583158042E-04  4.645897340233018E-05  8.626801500617384E-05
 4.231289560997056E+02 -1.987726791437550E-04  4.277649125988825E-05  1.066907847767952E-04
 4.233356629663884E+02 -1.868447846266469E-04  3.558823443916559E-05  1.262471545810662E-04
 4.235423698330712E+02 -1.789099038637318E-04  2.725441300610587E-05  1.439450275001232E-04
 4.237490766997540E+02 -1.760046594135589E-04  1.935845295436556E-05  1.590075542207345E-04
 4.239557835664368E+02 -1.789447045722897E-04  1.222895551183933E-05  1.704263793582753E-04
 4.241624904331196E+02 -1.879320930182407E-04  5.979732467686905E-06  1.771691193375412E-04
 4.243691972998024E+02 -2.021301343908335E-04  8.738450298362288E-07  1.788537067964058E-04
 4.245759041664852E+02 -2.204779886396460E-04 -3.176006599492354E-06  1.755449909806306E-04
 4.247826110331680E+02 -2.423230554143840E-04 -6.653144677126743E-06  1.679393125915835E-04
 4.249893178998508E+02 -2.664183483676585E-04 -1.044272957856363E-05  1.574704033456796E-04
 4.251960247665336E+02 -2.908134087315287E-04 -1.520384038755651E-05  1.453345889523630E-04
 4.254027316332164E+02 -3.132203165538555E-04 -2.008536237679825E-05  1.323609553478093E-04
 4.256094384998992E+02 -3.316918833108362E-04 -2.352069366118315E-05  1.186779750165165E-04
 4.258161453665821E+02 -3.449569979130235E-04 -2.474407467401019E-05  1.038759964518930E-04
 4.260228522332649E+02 -3.519365059315438E-04 -2.390812900288086E-05  8.830177064649350E-05
 4.262295590999477E+02 -3.519089634055755E-04 -2.151070348066497E-05  7.329438051927387E-05
 4.264362659666305E+02 -3.440530638433789E-04 -1.743066355353040E-05  6.057176289961733E-05
 4.266429728333133E+02 -3.279624967753164E-04 -1.118228145474687E-05  5.179369805392506E-05
 4.268496796999961E+02 -3.042137542099560E-04 -2.795246172970778E-06  4.769858556091799E-05
 4.270563865666789E+02 -2.739895843963946E-04  6.973988139147291E-06  4.755573708365921E-05
 4.272630934333617E+02 -2.384849336155639E-04  1.719878586858847E-05  4.998622132502267E-05
 4.274698003000445E+02 -1.990613619751586E-04  2.739689706637849E-05  5.408554805772653E-05
 4.276765071667273E+02 -1.581875927873164E-04  3.728571147515458E-05  5.926280460820388E-05
 4.278832140334101E+02 -1.188967103768340E-04  4.638293510805802E-05  6.474531953368917E-05
 4.280899209000929E+02 -8.395285052344853E-05  5.377369304393476E-05  6.958496541803125E-05
 4.282966277667757E+02 -5.538987480768753E-05  5.822170550745520E-05  7.295842974038014E-05
 4.285033346334586E+02 -3.397907539201550E-05  5.905292762919956E-05  7.465336583059590E-05
 4.287100415001414E+02 -1.913948539467719E-05  5.646802592390587E-05  7.508112896547486E-05
 4.289167483668242E+02 -9.397308940770066E-06  5.107325957293130E-05  7.498020396670343E-05
 4.291234552335069E+02 -3.346345265942130E-06  4.321302156518048E-05  7.488857818569589E-05
 4.293301621001898E+02 -1.567628872128912E-07  3.298764741438420E-05  7.466151726690309E-05
 4.295368689668726E+02  9.656802949162269E-07  2.100637956264917E-05  7.363504821356406E-05
 4.297435758335554E+02  1.683345523084689E-06  9.129585375633464E-06  7.142890036969385E-05
 4.299502827002382E+02  4.081265437820558E-06  6.264806379219223E-08  6.806937072887514E-05
 4.301569895669210E+02  9.674936398321177E-06 -4.226685635266847E-06  6.380186516375536E-05
 4.303636964336038E+02  1.912481765017210E-05 -3.348043501660847E-06  5.933301224922069E-05
 4.305704033002866E+02  3.170028227260369E-05  1.651376884792555E-06  5.498186815397488E-05
 4.307771101669694E+02  4.645994133498088E-05  9.387926900472632E-06  5.038698407051900E-05
 4.309838170336522E+02  6.299005076697978E-05  1.860564562355949E-05  4.569957572891220E-05
 4.311905239003351E+02  7.941688671889158E-05  2.713234153450816E-05  4.135229955226985E-05
 4.313972307670178E+02  9.297704960007508E-05  3.289645128795593E-05  3.754655275638868E-05
 4.316039376337006E+02  1.021676438382746E-04  3.541211963453694E-05  3.493372786573384E-05
 4.318106445003834E+02  1.064364497963752E-04  3.471829590995235E-05  3.447766126699406E-05
 4.320173513670663E+02  1.054438373629743E-04  3.097797230139365E-05  3.655515196774456E-05
 4.322240582337491E+02  9.897931762489071E-05  2.536875466963018E-05  4.095857855418439E-05
 4.324307651004319E+02  8.713519050877749E-05  1.987948563486608E-05  4.750258916196362E-05
 4.326374719671147E+02  7.104825296715828E-05  1.567355558934613E-05  5.570593508522070E-05
 4.328441788337975E+02  5.290519838725694E-05  1.233381436305248E-05  6.428052835928330E-05
 4.330508857004803E+02  3.497790844234072E-05  9.432549814558655E-06  7.234360235428006E-05
 4.332575925671631E+02  1.883326325920892E-05  7.288525058823936E-06  7.973235768530401E-05
 4.334642994338459E+02  4.916672014916579E-06  6.067234414153244E-06  8.620182413841132E-05
 4.336710063005287E+02 -7.021081012331676E-06  5.217333210905117E-06  9.096411349813344E-05
 4.338777131672115E+02 -1.690338070700625E-05  3.895392922559360E-06  9.262306220787081E-05
 4.340844200338943E+02 -2.364981980953335E-05  1.857271296978880E-06  9.067502427884469E-05
 4.342911269005771E+02 -2.602647560203536E-05 -6.357313979687973E-07  8.601378668630574E-05
 4.344978337672599E+02 -2.376872325910578E-05 -3.293539649118493E-06  7.986463846106073E-05
 4.347045406339428E+02 -1.768864885585975E-05 -6.115447861665402E-06  7.352263193062536E-05
 4.349112475006256E+02 -9.032982140499968E-06 -9.150628210607969E-06  6.781901562168818E-05
 4.351179543673084E+02  1.095590301480875E-06 -1.237976471352153E-05  6.284753748325711E-05
 4.353246612339912E+02  1.220847276792864E-05 -1.656558832913158E-05  5.800740876223121E-05
 4.355313681006740E+02  2.417475758866722E-05 -2.340955930829614E-05  5.242519738173426E-05
 4.357380749673568E+02  3.658095933815886E-05 -3.412534896696240E-05  4.587183571832035E-05
 4.359447818340396E+02  4.919508152739088E-05 -4.760720862323486E-05  3.827152769136574E-05
 4.361514887007224E+02  6.149984841266609E-05 -6.076744597066641E-05  3.005288683878213E-05
 4.363581955674052E+02  7.270175498319542E-05 -7.072016203135689E-05  2.269809306147327E-05
 4.365649024340880E+02  8.232859028500100E-05 -7.648086136735621E-05  1.808174640359830E-05
 4.367716093007708E+02  8.950304463230252E-05 -7.845227284425382E-05  1.797558462176066E-05
 4.369783161674536E+02  9.332766916437391E-05 -7.657832248475493E-05  2.258032202294771E-05
 4.371850230341364E+02  9.323696572006296E-05 -6.991841114040165E-05  3.053487638502231E-05
 4.373917299008193E+02  8.917798833512486E-05 -5.795860832491506E-05  4.048505056155477E-05
 4.375984367675021E+02  8.148702371096189E-05 -4.203603727376271E-05  5.083501768800638E-05
 4.378051436341848E+02  7.023702208765192E-05 -2.528008435809248E-05  5.981300457603630E-05
 4.380118505008676E+02  5.625500125299582E-05 -1.123645929912431E-05  6.644062603031187E-05
 4.382185573675505E+02  4.117371840495210E-05 -2.034813719686834E-06  7.076927927251314E-05
 4.384252642342333E+02  2.648368497078918E-05  2.663734158248054E-06  7.286151721342185E-05
 4.386319711009161E+02  1.376859706041927E-05  4.602809512366246E-06  7.190965446505354E-05
 4.388386779675989E+02  5.052616733801363E-06  5.587283872177107E-06  6.714559263616693E-05
 4.390453848342817E+02  1.501383304035320E-06  6.755373964550948E-06  5.868038224723232E-05
 4.392520917009645E+02  2.290341420074782E-06  7.763139602878777E-06  4.743615839239435E-05
 4.394587985676473E+02  6.649076046215396E-06  8.017810928906410E-06  3.488111710019115E-05
 4.396655054343301E+02  1.425465104559070E-05  8.260432073026180E-06  2.187506515258925E-05
 4.398722123010129E+02  2.393971515769755E-05  9.604286225983749E-06  8.347647446373119E-06
 4.400789191676957E+02  3.419283326375200E-05  1.144190605567585E-05 -5.448436391893019E-06
 4.402856260343785E+02  4.354194493221691E-05  1.162700093138014E-05 -1.867777499251974E-05
 4.404923329010613E+02  5.045342305522171E-05  8.568346874349153E-06 -3.063217543499905E-05
 4.406990397677441E+02  5.363504064328367E-05  2.506015811865048E-06 -4.095360450364488E-05
 4.409057466344270E+02  5.255272790765514E-05 -4.989526528109689E-06 -4.983991191159776E-05
 4.411124535011098E+02  4.719998197869057E-05 -1.238229129618684E-05 -5.772534600093776E-05
 4.413191603677926E+02  3.806413956521787E-05 -1.842506675531208E-05 -6.469847326349629E-05
 4.415258672344754E+02  2.603101047654599E-05 -2.209027182903389E-05 -7.105515845920451E-05
 4.417325741011581E+02  1.238091186682444E-05 -2.247546427375235E-05 -7.756460946140020E-05
 4.419392809678410E+02 -1.407455582053130E-06 -1.894326879420261E-05 -8.507436655733405E-05
 4.421459878345238E+02 -1.414757177651410E-05 -1.157154703862462E-05 -9.447468572225046E-05
 4.423526947012066E+02 -2.498489854074054E-05 -1.579768190818065E-06 -1.061124355489773E-04
 4.425594015678894E+02 -3.371869727906984E-05  8.382318074262596E-06 -1.197424578423464E-04
 4.427661084345722E+02 -4.070516506429755E-05  1.548965953679371E-05 -1.346389797502005E-04
 4.429728153012550E+02 -4.610232059398811E-05  1.907407659978988E-05 -1.493711409881610E-04
 4.431795221679378E+02 -4.927466965857358E-05  2.161070465983572E-05 -1.623325876470710E-04
 4.433862290346206E+02 -4.928052608170475E-05  2.644527681172626E-05 -1.719301613546768E-04
 4.435929359013035E+02 -4.562097024937012E-05  3.434607992852667E-05 -1.769204405650850E-04
 4.437996427679863E+02 -3.833416293784475E-05  4.390640573975757E-05 -1.766663921612330E-04
 4.440063496346690E+02 -2.827907689084697E-05  5.314430395608749E-05 -1.709012445473938E-04
 4.442130565013518E+02 -1.687288528014197E-05  5.993518312180646E-05 -1.598920334994203E-04
 4.444197633680347E+02 -5.035852290440068E-06  6.296694341551001E-05 -1.452911574467836E-04
 4.446264702347175E+02  6.810967903031484E-06  6.181881812522549E-05 -1.295697691778876E-04
 4.448331771014003E+02  1.857247597346345E-05  5.709016423866009E-05 -1.144451775669658E-04
 4.450398839680831E+02  3.025309590403563E-05  5.024776943668430E-05 -1.009663551352000E-04
 4.452465908347659E+02  4.115236971357489E-05  4.233256217556214E-05 -8.945541059879672E-05
 4.454532977014487E+02  4.991744943449311E-05  3.341616889784849E-05 -7.973893531832907E-05
 4.456600045681315E+02  5.554555028008945E-05  2.308713297571874E-05 -7.199500449970447E-05
 4.458667114348143E+02  5.777582262993936E-05  1.108754053741334E-05 -6.630173268611789E-05
 4.460734183014971E+02  5.686450307850616E-05 -1.915314629175047E-06 -6.262669549595909E-05
 4.462801251681799E+02  5.348342012630874E-05 -1.371428638058392E-05 -6.049175270337812E-05
 4.464868320348627E+02  4.838269602134432E-05 -2.165904671797003E-05 -5.890588237735667E-05
 4.466935389015455E+02  4.176687923081179E-05 -2.450685274751896E-05 -5.731419247824443E-05
 4.469002457682283E+02  3.324743307798333E-05 -2.266217463842146E-05 -5.565877026027927E-05
 4.471069526349112E+02  2.267542462063704E-05 -1.780201194506725E-05 -5.408361078273333E-05
 4.473136595015940E+02  1.048414112363172E-05 -1.157906016513444E-05 -5.280792052049510E-05
 4.475203663682768E+02 -2.221404013701134E-06 -4.683804684102455E-06 -5.199425415890191E-05
 4.477270732349596E+02 -1.416023866364358E-05  2.365014508565189E-06 -5.151846504244939E-05
 4.479337801016424E+02 -2.420770510021264E-05  9.124868738552561E-06 -5.070604700848497E-05
 4.481404869683252E+02 -3.152941921386737E-05  1.537632397524691E-05 -4.807148178341200E-05
 4.483471938350080E+02 -3.662426741169594E-05  2.057975673341872E-05 -4.199464627171329E-05
 4.485539007016908E+02 -4.154413356835529E-05  2.367588452878433E-05 -3.215149615037535E-05
 4.487606075683736E+02 -4.846281972838845E-05  2.391839878834734E-05 -1.957783834831764E-05
 4.489673144350564E+02 -5.727455783995083E-05  2.167567043309671E-05 -5.795483784015731E-06
 4.491740213017392E+02 -6.589457343511573E-05  1.822934276973776E-05  8.476952852404934E-06
 4.493807281684220E+02 -7.219066135887714E-05  1.498663155696800E-05  2.344400535396821E-05
 4.495874350351048E+02 -7.466551260361387E-05  1.271817029135924E-05  3.861979065399382E-05
 4.497941419017877E+02 -7.318857700812365E-05  1.100155408606529E-05  5.282173196299866E-05
 4.500008487684705E+02 -6.904338114737535E-05  8.118309858473616E-06  6.518285512749356E-05
 4.502075556351533E+02 -6.351599315302520E-05  3.163759597413218E-06  7.608647727103471E-05
 4.504142625018360E+02 -5.721137438041007E-05 -2.775017320932882E-06  8.645874025189904E-05
 4.506209693685189E+02 -5.103254731435303E-05 -8.348665258284260E-06  9.616226844500614E-05
 4.508276762352017E+02 -4.613326831317405E-05 -1.274312701743385E-05  1.041392752918271E-04
 4.510343831018845E+02 -4.307985004056714E-05 -1.592671328654038E-05  1.088997374217339E-04
 4.512410899685673E+02 -4.205480564117153E-05 -1.839818302007412E-05  1.092477948802933E-04
 4.514477968352501E+02 -4.314638075313820E-05 -2.093408222120230E-05  1.049955852095684E-04
 4.516545037019329E+02 -4.586591275383689E-05 -2.449623020522873E-05  9.653411766658362E-05
 4.518612105686157E+02 -4.879403413717703E-05 -2.918906004711896E-05  8.443942508458771E-05
 4.520679174352985E+02 -5.012560762703705E-05 -3.428311949504881E-05  6.933011707035280E-05
 4.522746243019813E+02 -4.878791175887826E-05 -3.942839911968976E-05  5.145549424398141E-05
 4.524813311686642E+02 -4.504079331782429E-05 -4.523091908648080E-05  3.117290244547891E-05
 4.526880380353469E+02 -3.984704678035300E-05 -5.210317742149195E-05  9.219452875672274E-06
 4.528947449020297E+02 -3.354765692378803E-05 -5.927988029158504E-05 -1.335066435223173E-05
 4.531014517687125E+02 -2.572660163772944E-05 -6.588580994226767E-05 -3.573798734947398E-05
 4.533081586353954E+02 -1.560503174938971E-05 -7.163521171310583E-05 -5.833128815533120E-05
 4.535148655020782E+02 -2.441610716510945E-06 -7.577325470331520E-05 -8.153446166702175E-05
 4.537215723687610E+02  1.348790076815404E-05 -7.728023238040560E-05 -1.049333593874831E-04
 4.539282792354438E+02  3.097953592752500E-05 -7.618869539804951E-05 -1.278393747016354E-04
 4.541349861021266E+02  4.917060915621274E-05 -7.329179983600609E-05 -1.499690897428241E-04
 4.543416929688094E+02  6.783000704436298E-05 -6.849298505984258E-05 -1.715656720630149E-04
 4.545483998354922E+02  8.675679962703853E-05 -6.041948621909876E-05 -1.920557015817580E-04
 4.547551067021750E+02  1.053342319972117E-04 -4.902040369503258E-05 -2.091583611864949E-04
 4.549618135688578E+02  1.226168820190193E-04 -3.604060363193717E-05 -2.199696799480948E-04
 4.551685204355406E+02  1.380061835122084E-04 -2.213929935690473E-05 -2.226665952958472E-04
 4.553752273022234E+02  1.509802293312365E-04 -6.408719955997011E-06 -2.169500299280570E-04
 4.555819341689062E+02  1.617285925889500E-04  1.178268334450783E-05 -2.040280103267518E-04
 4.557886410355890E+02  1.711622555528453E-04  3.161916056249048E-05 -1.865686981859654E-04
 4.559953479022719E+02  1.790797254051998E-04  5.052778009551062E-05 -1.671865315467855E-04
 4.562020547689547E+02  1.840712519505933E-04  6.501435382666454E-05 -1.477178451569118E-04
 4.564087616356375E+02  1.853466002776222E-04  7.348656208089333E-05 -1.293142536933460E-04
 4.566154685023203E+02  1.836918580146660E-04  7.684463078555526E-05 -1.119023155212520E-04
 4.568221753690030E+02  1.799828238580117E-04  7.636107883851606E-05 -9.492924090238192E-05
 4.570288822356859E+02  1.745174007575512E-04  7.290368583784401E-05 -7.846067083704111E-05
 4.572355891023687E+02  1.679610081141633E-04  6.677421570966402E-05 -6.328829040280412E-05
 4.574422959690515E+02  1.617038137194660E-04  5.795219465504209E-05 -5.021012136068731E-05
 4.576490028357343E+02  1.576051235327239E-04  4.660716282955946E-05 -3.936436488143763E-05
 4.578557097024171E+02  1.569515503072397E-04  3.296082587339599E-05 -3.014823956970850E-05
 4.580624165690999E+02  1.600417653962738E-04  1.746388312517944E-05 -2.140804421902828E-05
 4.582691234357827E+02  1.668391818819698E-04  3.142834966163299E-07 -1.192357145407552E-05
 4.584758303024655E+02  1.762593027086895E-04 -1.802779497939166E-05 -1.061434579782000E-06
 4.586825371691484E+02  1.868316220191985E-04 -3.492004928362658E-05  1.068467014297275E-05
 4.588892440358312E+02  1.987355456879239E-04 -4.670765924474907E-05  2.219370159998318E-05
 4.590959509025139E+02  2.129467262719856E-04 -5.196655341538348E-05  3.207408873916184E-05
 4.593026577691967E+02  2.291632998601273E-04 -5.266847297291655E-05  3.913708603678692E-05
 4.595093646358796E+02  2.459142188497299E-04 -5.181594855446781E-05  4.307052348901177E-05
 4.597160715025624E+02  2.620684358923264E-04 -5.115148952167248E-05  4.477426035380538E-05
 4.599227783692452E+02  2.767150088757997E-04 -5.055153817251634E-05  4.538623582979115E-05
 4.601294852359280E+02  2.881313545931505E-04 -4.885421752037766E-05  4.511578771577290E-05
 4.603361921026108E+02  2.946901645512409E-04 -4.520239942007453E-05  4.403901462700713E-05
 4.605428989692936E+02  2.961580225220722E-04 -3.851962038392553E-05  4.256818238076651E-05
 4.607496058359764E+02  2.930405260282848E-04 -2.844906066173936E-05  4.094876967088157E-05
 4.609563127026592E+02  2.858949664998403E-04 -1.682788587198392E-05  3.896366705736024E-05
 4.611630195693420E+02  2.745093531504872E-04 -6.265374234093457E-06  3.626709192321165E-05
 4.613697264360248E+02  2.578046820121346E-04  1.862823106268952E-06  3.332650496911879E-05
 4.615764333027076E+02  2.353777988745864E-04  7.282007594255901E-06  3.167897543927475E-05
 4.617831401693904E+02  2.078213903368015E-04  1.012889320001209E-05  3.245022451151339E-05
 4.619898470360732E+02  1.759425427732692E-04  1.072217269809661E-05  3.530958582293950E-05
 4.621965539027561E+02  1.408352727528470E-04  9.348395956898514E-06  3.895016137557897E-05
 4.624032607694389E+02  1.043053144575146E-04  6.311456846153085E-06  4.252423358562518E-05
 4.626099676361217E+02  6.842604500822275E-05  2.048596630721544E-06  4.581084467156910E-05
 4.628166745028045E+02  3.506910571302729E-05 -2.568588897633450E-06  4.825398080015794E-05
 4.630233813694873E+02  5.540811554127778E-06 -7.653737210455702E-06  4.947422282138014E-05
 4.632300882361701E+02 -1.934854621243182E-05 -1.460478350279182E-05  5.020401669309296E-05
 4.634367951028529E+02 -3.888409576486423E-05 -2.392088464769904E-05  5.179415213161717E-05
 4.636435019695357E+02 -5.205496594118397E-05 -3.435825390607494E-05  5.503363785006044E-05
 4.638502088362185E+02 -5.812889933517335E-05 -4.319596181828755E-05  6.007560984073665E-05
 4.640569157029013E+02 -5.719604073467499E-05 -4.718147218452096E-05  6.704597222841405E-05
 4.642636225695841E+02 -4.991377225616045E-05 -4.346676631850066E-05  7.617698211322479E-05
 4.644703294362669E+02 -3.768813404241012E-05 -3.065932268253579E-05  8.743365390911570E-05
 4.646770363029497E+02 -2.287954635256384E-05 -9.954134277956328E-06  1.002377766409802E-04
 4.648837431696326E+02 -8.382288557012840E-06  1.549401062811429E-05  1.133511842820699E-04
 4.650904500363154E+02  3.615656927705158E-06  4.187816809608780E-05  1.251743880358487E-04
 4.652971569029982E+02  1.131243813497912E-05  6.604449698216497E-05  1.343618353137344E-04
 4.655038637696809E+02  1.278921644698450E-05  8.599923833607637E-05  1.398352054045628E-04
 4.657105706363638E+02  6.553519224350435E-06  9.983949287278859E-05  1.405805831603719E-04
 4.659172775030466E+02 -7.842707163488449E-06  1.053144949526574E-04  1.356495508867232E-04
 4.661239843697294E+02 -2.939313331203758E-05  1.011127137127699E-04  1.243210154090561E-04
 4.663306912364122E+02 -5.622771211219457E-05  8.786306670066635E-05  1.066819333086395E-04
 4.665373981030950E+02 -8.681165938930618E-05  6.790541609702494E-05  8.371787743252299E-05
 4.667441049697778E+02 -1.197062183605838E-04  4.481000060313489E-05  5.682211442750371E-05
 4.669508118364606E+02 -1.528927864553817E-04  2.253692497977688E-05  2.820110895508307E-05
 4.671575187031434E+02 -1.847137558053033E-04  3.937901221162665E-06  2.996070819875907E-07
 4.673642255698262E+02 -2.140948759957323E-04 -9.766291837409735E-06 -2.567289119069158E-05
 4.675709324365091E+02 -2.405035480496295E-04 -1.873405101088244E-05 -4.955462082279968E-05
