# Induced dipole moment in x, y and z direction, all in Rydberg units
# 1 Ry time unit = 2 Hartree a.u. = 0.048377687 fs
# 1 Ry dipole moment unit = sqrt(2) Hartree a.u.
#!BT VERSION                     v2.0.10                                                     
#!BT DATE                        06-OCT-2021_17:28:04_+0200                                  
#!BT SYSID                       [none]                                                      
#!BT NATOMS                      58                                                          
#!BT NTYPES                      5                                                           
#!BT ATOMSPERTYPE                28,2,4,22,2                                                 
#!BT NELEC                       9.000000E+01,9.000000E+01                                   
#!BT DX                   a0     3.500000E-01                                                
#!BT T_START              t_ry   0.000000E+00                                                
#!BT DT                   t_ry   2.067069E-01                                                
#!BT BOOSTMASK                   global                                                      
#!BT BOOSTENERGY          Ry     1.000000E-07                                                
#!BT BOOSTKVEC                   7.071068E-01,7.071068E-01,0.000000E+00                      
#!BT EXCITATION                  no                                                          
#!BT EXCITMASK                   global                                                      
#!BT NLASER                      0                                                           
#!BT LASERFREQ            Ry                                                                 
#!BT LASERINT             W/cm^2                                                             
#!BT LASEREFIELD          E_ry                                                               
#!BT LASERPOLX                                                                               
#!BT LASERPOLY                                                                               
#!BT LASERPOLZ                                                                               
#!BT LASERSTART           t_ry                                                               
#!BT LASEREND             t_ry                                                               
#!BT OBSERVABLE                  dipole                                                      
#!BT STRIDE                      1                                                           
#!BT MASK                        global1                                                     
#!BT NAREAS                      1                                                           
#!BT AREA                        1                                                           
#!BT SPIN                        tot                                                         
#!BT DIP0                 dip_ry 4.689004E-02,-3.801881E-01,-2.442345E-02                    
#time                 |           x          |           y          |           z          |
 1.178229140091999E+01  3.706612646680180E-04 -7.983180769155496E-05  5.462088507389787E-05
 1.198899826760280E+01  3.800189292267678E-04 -4.873963818857741E-05  4.422299542103034E-05
 1.219570513428560E+01  3.767310696391468E-04 -1.566600313718247E-05  3.743316334149649E-05
 1.240241200096841E+01  3.581530754364071E-04  1.657281027694912E-05  3.415364887390457E-05
 1.260911886765122E+01  3.241471888684108E-04  4.520232501431520E-05  3.383050584052083E-05
 1.281582573433402E+01  2.769661623086075E-04  6.808671113789355E-05  3.677781139631645E-05
 1.302253260101683E+01  2.200723622886105E-04  8.325626673988396E-05  4.315471366508200E-05
 1.322923946769964E+01  1.576089483231805E-04  8.922401021344006E-05  5.200901746052825E-05
 1.343594633438244E+01  9.410922730539173E-05  8.570181411532429E-05  6.142268666953221E-05
 1.364265320106525E+01  3.402681658756790E-05  7.514011379700092E-05  6.943011519144199E-05
 1.384936006774806E+01 -1.938579369435006E-05  6.327675459893989E-05  7.502009273981092E-05
 1.405606693443086E+01 -6.481082731341764E-05  5.442106650827006E-05  7.729708126712892E-05
 1.426277380111367E+01 -1.017548264388296E-04  4.892302838416240E-05  7.528893979430462E-05
 1.446948066779648E+01 -1.294912789893549E-04  4.522336761236811E-05  6.881674698627077E-05
 1.467618753447928E+01 -1.479822854046978E-04  4.239531685507059E-05  5.815305700842405E-05
 1.488289440116209E+01 -1.580894910706426E-04  4.001532683017839E-05  4.236323143074275E-05
 1.508960126784490E+01 -1.605656783451731E-04  3.647721196203824E-05  2.006551881046648E-05
 1.529630813452770E+01 -1.545288206305437E-04  2.905264383112893E-05 -8.885318917652846E-06
 1.550301500121051E+01 -1.374321094801123E-04  1.625372480723586E-05 -4.319912974554141E-05
 1.570972186789332E+01 -1.077550065020916E-04  2.226815596362286E-07 -8.043932808682666E-05
 1.591642873457612E+01 -6.615421665834981E-05 -1.453924503130866E-05 -1.181537262037041E-04
 1.612313560125893E+01 -1.492993659443081E-05 -2.379355190790244E-05 -1.545945435839670E-04
 1.632984246794174E+01  4.190910797494812E-05 -2.519481882884422E-05 -1.881854987083181E-04
 1.653654933462455E+01  1.001231560094420E-04 -1.924939702091510E-05 -2.171508168080684E-04
 1.674325620130735E+01  1.567468996360108E-04 -9.750381354034499E-06 -2.402668083126835E-04
 1.694996306799016E+01  2.102238208684035E-04 -2.793333003126008E-06 -2.564693459958557E-04
 1.715666993467297E+01  2.597525754861815E-04 -2.880275612460181E-06 -2.645427205205178E-04
 1.736337680135577E+01  3.042070086018978E-04 -9.589621268069060E-06 -2.641489622570679E-04
 1.757008366803858E+01  3.417572463881233E-04 -1.966684302007193E-05 -2.553260167615645E-04
 1.777679053472139E+01  3.695515679806791E-04 -3.016245394049655E-05 -2.382744644173103E-04
 1.798349740140419E+01  3.843783900708067E-04 -3.899189483669296E-05 -2.131597291909516E-04
 1.819020426808700E+01  3.847660757482357E-04 -4.481191228572490E-05 -1.799348833055256E-04
 1.839691113476981E+01  3.719043456091101E-04 -4.663350154243684E-05 -1.389809598748917E-04
 1.860361800145262E+01  3.473130926602772E-04 -4.326622876005271E-05 -9.142065806686320E-05
 1.881032486813542E+01  3.117041754335664E-04 -3.446570433379703E-05 -3.944308879535313E-05
 1.901703173481823E+01  2.672072875356465E-04 -2.159962484732381E-05  1.385732504410528E-05
 1.922373860150104E+01  2.176886905711287E-04 -6.504673173812758E-06  6.569278160524841E-05
 1.943044546818384E+01  1.664201648902755E-04  8.451397352393641E-06  1.139455884706410E-04
 1.963715233486665E+01  1.153899067125250E-04  1.933439349216526E-05  1.568735384988446E-04
 1.984385920154946E+01  6.648486943792997E-05  2.327119817691070E-05  1.936399739916154E-04
 2.005056606823226E+01  2.232336830459980E-05  2.047889472678310E-05  2.237889102843713E-04
 2.025727293491507E+01 -1.547466863881242E-05  1.271204041830565E-05  2.468253051927834E-04
 2.046397980159788E+01 -4.758622854685729E-05  2.973231204628224E-06  2.617954515053353E-04
 2.067068666828068E+01 -7.440801821523291E-05 -4.655131311037675E-06  2.684616477529808E-04
 2.087739353496349E+01 -9.496684819565449E-05 -7.230354382548043E-06  2.678839967647437E-04
 2.108410040164630E+01 -1.087619854430316E-04 -5.056005631165483E-06  2.612661269239536E-04
 2.129080726832910E+01 -1.159020636318717E-04 -1.085996388483501E-06  2.496162594847369E-04
 2.149751413501191E+01 -1.162482592888259E-04  2.079697510315448E-06  2.341937982704330E-04
 2.170422100169472E+01 -1.090561577964180E-04  4.730446645395681E-06  2.165407428996076E-04
 2.191092786837752E+01 -9.504857703618308E-05  8.918184090933590E-06  1.979073380090138E-04
 2.211763473506033E+01 -7.613668694188974E-05  1.496459913991055E-05  1.793514610940426E-04
 2.232434160174314E+01 -5.381156541258564E-05  1.952290331519446E-05  1.617043041422586E-04
 2.253104846842594E+01 -3.007391539338461E-05  1.802363416736341E-05  1.459266206897646E-04
 2.273775533510875E+01 -6.353928253328978E-06  9.541713265059926E-06  1.331232846389536E-04
 2.294446220179156E+01  1.702866604821884E-05 -2.419849290224985E-06  1.246405472729549E-04
 2.315116906847437E+01  3.919263869285594E-05 -1.424150815304559E-05  1.204347654056928E-04
 2.335787593515717E+01  5.814032685083625E-05 -2.403408883094871E-05  1.189658933341033E-04
 2.356458280183998E+01  7.276781321287340E-05 -3.004185340205190E-05  1.190678699936852E-04
 2.377128966852279E+01  8.335473458303405E-05 -3.014066307016616E-05  1.201259460998153E-04
 2.397799653520559E+01  9.074812321848563E-05 -2.454837009574495E-05  1.223212609729081E-04
 2.418470340188840E+01  9.565877959838431E-05 -1.560622572738257E-05  1.252931792326481E-04
 2.439141026857121E+01  9.679073103519009E-05 -4.628363121872425E-06  1.270116180070377E-04
 2.459811713525401E+01  9.185173980951616E-05  7.549718128441185E-06  1.259158035033167E-04
 2.480482400193682E+01  7.972248237094609E-05  1.880638726092787E-05  1.213450592824593E-04
 2.501153086861963E+01  6.071689796811885E-05  2.721742940187122E-05  1.124343432821785E-04
 2.521823773530243E+01  3.614154250010382E-05  3.324728065173810E-05  9.893711377383096E-05
 2.542494460198524E+01  7.377229273436425E-06  3.740105654786996E-05  8.174500366233198E-05
 2.563165146866805E+01 -2.345124115734482E-05  3.954044607762386E-05  6.223605438432714E-05
 2.583835833535085E+01 -5.444117886899136E-05  4.048987531285464E-05  4.126361981674626E-05
 2.604506520203366E+01 -8.451325166042994E-05  4.145731099264305E-05  1.927769932153975E-05
 2.625177206871647E+01 -1.124501711782314E-04  4.377269081018431E-05 -3.296191331145226E-06
 2.645847893539927E+01 -1.377473294998724E-04  4.746280810496994E-05 -2.610214746305572E-05
 2.666518580208208E+01 -1.617339779509328E-04  5.016623427211986E-05 -4.894437721424463E-05
 2.687189266876489E+01 -1.854812474297862E-04  4.984953366071743E-05 -7.187194344778630E-05
 2.707859953544769E+01 -2.090953158073242E-04  4.508997999469466E-05 -9.491130586752189E-05
 2.728530640213050E+01 -2.320270693879425E-04  3.466788968775614E-05 -1.175336869470474E-04
 2.749201326881331E+01 -2.526510265774690E-04  1.933447418639433E-05 -1.384013189465877E-04
 2.769872013549612E+01 -2.687825255420495E-04  8.630968108547243E-07 -1.567827650785780E-04
 2.790542700217892E+01 -2.794932801726338E-04 -1.957271932145899E-05 -1.731727907324232E-04
 2.811213386886173E+01 -2.860963866807772E-04 -4.084995455355678E-05 -1.884009539963177E-04
 2.831884073554454E+01 -2.905341677909429E-04 -6.176898998655478E-05 -2.033960106945509E-04
 2.852554760222734E+01 -2.929075272721585E-04 -8.039211979338212E-05 -2.188729699175752E-04
 2.873225446891015E+01 -2.906165733104343E-04 -9.323138564204525E-05 -2.348275759691890E-04
 2.893896133559296E+01 -2.808141230318736E-04 -9.751917538941557E-05 -2.501484323503417E-04
 2.914566820227576E+01 -2.617181493639459E-04 -9.354304168751604E-05 -2.636550885755547E-04
 2.935237506895857E+01 -2.327041958222892E-04 -8.320324889532493E-05 -2.754376760889105E-04
 2.955908193564138E+01 -1.953521833686980E-04 -6.806787255753122E-05 -2.852506934347826E-04
 2.976578880232418E+01 -1.533835812310147E-04 -4.849542102219884E-05 -2.926743267882698E-04
 2.997249566900699E+01 -1.098670989490985E-04 -2.522223930229162E-05 -2.981359725588821E-04
 3.017920253568980E+01 -6.646541645646820E-05 -1.061834316418153E-06 -3.012580166712291E-04
 3.038590940237260E+01 -2.475971810448480E-05  2.183268491923185E-05 -3.005151761586271E-04
 3.059261626905541E+01  1.373388932915387E-05  4.267777828115271E-05 -2.945459530895311E-04
 3.079932313573822E+01  4.741012487754354E-05  6.112642167577231E-05 -2.827443087615109E-04
 3.100603000242102E+01  7.504762700239614E-05  7.705161556725848E-05 -2.656686030712979E-04
 3.121273686910383E+01  9.639006987675197E-05  8.886328891027917E-05 -2.452647877906923E-04
 3.141944373578664E+01  1.106120661207091E-04  9.354364731606335E-05 -2.232638943813620E-04
 3.162615060246944E+01  1.169239652172999E-04  9.000059231517588E-05 -1.997600331748728E-04
 3.183285746915225E+01  1.154573722059876E-04  7.889899474389228E-05 -1.743984775913164E-04
 3.203956433583506E+01  1.064465408272819E-04  6.049163280158476E-05 -1.478609082787991E-04
 3.224627120251787E+01  9.133737017823218E-05  3.645868143792308E-05 -1.216188296663395E-04
 3.245297806920068E+01  7.279327496358817E-05  1.089675212717633E-05 -9.717793993172658E-05
 3.265968493588348E+01  5.344344282211255E-05 -1.224655602349856E-05 -7.617421235786223E-05
 3.286639180256628E+01  3.532698570416631E-05 -3.156461395831256E-05 -5.984809853907744E-05
 3.307309866924909E+01  2.044576086084743E-05 -4.715033857277673E-05 -4.855193112448045E-05
 3.327980553593190E+01  9.776959887762560E-06 -5.810561032626449E-05 -4.222064789188157E-05
 3.348651240261471E+01  3.338355388710079E-06 -6.346488423381036E-05 -4.033453752416705E-05
 3.369321926929751E+01  1.072282364338040E-06 -6.416731007136134E-05 -4.165124503963807E-05
 3.389992613598032E+01  2.930401799883242E-06 -6.282728303969032E-05 -4.470511687810694E-05
 3.410663300266313E+01  9.170779487685521E-06 -6.242090770980369E-05 -4.798642432942909E-05
 3.431333986934593E+01  2.004205084112781E-05 -6.460242988426401E-05 -5.050905441248213E-05
 3.452004673602874E+01  3.546418309864630E-05 -6.783093860951439E-05 -5.259861494113366E-05
 3.472675360271155E+01  5.543744292885178E-05 -6.833266394740134E-05 -5.512346230640564E-05
 3.493346046939435E+01  7.916127715413418E-05 -6.309261217080087E-05 -5.892023307158684E-05
 3.514016733607716E+01  1.047109749839764E-04 -5.162024381938357E-05 -6.369767357947489E-05
 3.534687420275997E+01  1.304677266701498E-04 -3.520736357454091E-05 -6.771325634161857E-05
 3.555358106944278E+01  1.562248715434728E-04 -1.593881070155456E-05 -6.872389375065305E-05
 3.576028793612558E+01  1.813482576350708E-04  2.877511314058889E-06 -6.578888180794676E-05
 3.596699480280839E+01  2.031850494242718E-04  1.755248994905756E-05 -5.933295522756246E-05
 3.617370166949119E+01  2.188697462223929E-04  2.541257609489644E-05 -5.004152440621357E-05
 3.638040853617400E+01  2.278661197775630E-04  2.669012100947610E-05 -3.798258270819657E-05
 3.658711540285681E+01  2.318336255612494E-04  2.345094833627881E-05 -2.213582103230069E-05
 3.679382226953962E+01  2.337445298224716E-04  1.734728776370265E-05 -2.283857748364149E-06
 3.700052913622243E+01  2.364904519095018E-04  9.822688273763980E-06  1.996607331417044E-05
 3.720723600290523E+01  2.399639588270067E-04  2.267892136420535E-06  4.259678271295239E-05
 3.741394286958803E+01  2.422543004780078E-04 -3.912349433976559E-06  6.444341870862416E-05
 3.762064973627084E+01  2.422600192498736E-04 -7.611321979628105E-06  8.509738042140891E-05
 3.782735660295365E+01  2.400545193397552E-04 -9.723103241709996E-06  1.043939952166950E-04
 3.803406346963646E+01  2.365944152399810E-04 -1.346924583395248E-05  1.214086751039692E-04
 3.824077033631927E+01  2.330410674971778E-04 -2.074774078947295E-05  1.344693583635835E-04
 3.844747720300207E+01  2.304502040635856E-04 -3.010575647915958E-05  1.421018465413287E-04
 3.865418406968488E+01  2.293413610708409E-04 -3.881857694632007E-05  1.433044728820637E-04
 3.886089093636768E+01  2.301811368928749E-04 -4.475114608226693E-05  1.371670007512676E-04
 3.906759780305049E+01  2.334131148797047E-04 -4.777355028906527E-05  1.233591897113716E-04
 3.927430466973330E+01  2.394176282167551E-04 -4.887868053388145E-05  1.026621305026121E-04
 3.948101153641610E+01  2.482120723890299E-04 -4.828880820656467E-05  7.610118788001566E-05
 3.968771840309891E+01  2.584895798102074E-04 -4.590243711205533E-05  4.512535265777454E-05
 3.989442526978172E+01  2.695205574079415E-04 -4.065351958087993E-05  1.168996334322339E-05
 4.010113213646453E+01  2.814885563147615E-04 -3.021627694105300E-05 -2.368036048596908E-05
 4.030783900314733E+01  2.934883507243330E-04 -1.432218918789863E-05 -6.092703416319886E-05
 4.051454586983014E+01  3.047026145627171E-04  4.811838781038080E-06 -9.848616830179791E-05
 4.072125273651294E+01  3.148637184053199E-04  2.503875780712761E-05 -1.342316669725903E-04
 4.092795960319575E+01  3.226204231542018E-04  4.343046482524482E-05 -1.664302322960040E-04
 4.113466646987856E+01  3.253277052610512E-04  5.720404572123750E-05 -1.942312544521256E-04
 4.134137333656137E+01  3.206304056952713E-04  6.522278896320399E-05 -2.166381626518624E-04
 4.154808020324418E+01  3.079420401230354E-04  6.723338137898383E-05 -2.317231038611624E-04
 4.175478706992698E+01  2.878402252434326E-04  6.373436123652265E-05 -2.383166113087490E-04
 4.196149393660978E+01  2.609781471678077E-04  5.498070783616082E-05 -2.364606590563936E-04
 4.216820080329259E+01  2.285801194978135E-04  4.076096081723213E-05 -2.266651720515302E-04
 4.237490766997540E+01  1.928869938931863E-04  2.256835115749256E-05 -2.089335310057096E-04
 4.258161453665821E+01  1.565590657337176E-04  3.905351930622025E-06 -1.839893751187996E-04
 4.278832140334102E+01  1.221469842783429E-04 -1.131227696621329E-05 -1.542473680999148E-04
 4.299502827002382E+01  9.118524629967567E-05 -2.016160660084365E-05 -1.211931379920955E-04
 4.320173513670663E+01  6.376559748136335E-05 -2.255404256079618E-05 -8.606801323553584E-05
 4.340844200338943E+01  3.907405635029254E-05 -2.099791243315163E-05 -5.067733126810220E-05
 4.361514887007224E+01  1.562837429969210E-05 -1.839829850841523E-05 -1.682905783180477E-05
 4.382185573675505E+01 -8.367879085043051E-06 -1.643801873352224E-05  1.411843310425084E-05
 4.402856260343786E+01 -3.384426210188002E-05 -1.520915650859989E-05  4.251902086029394E-05
 4.423526947012066E+01 -6.144765420956766E-05 -1.331284362582341E-05  6.938073251902890E-05
 4.444197633680347E+01 -9.171736721711593E-05 -9.252719459840186E-06  9.490848376418615E-05
 4.464868320348628E+01 -1.239059996530414E-04 -3.172368045367691E-06  1.182349423197830E-04
 4.485539007016908E+01 -1.559684565202099E-04  3.173030262981769E-06  1.382819423816593E-04
 4.506209693685189E+01 -1.847542607252839E-04  9.036666069162091E-06  1.544046130707126E-04
 4.526880380353469E+01 -2.075526076781090E-04  1.499453618003521E-05  1.669611826977668E-04
 4.547551067021750E+01 -2.231500335399747E-04  2.091392215347598E-05  1.768315107669796E-04
 4.568221753690031E+01 -2.316193060896005E-04  2.495252119322222E-05  1.844132117693083E-04
 4.588892440358312E+01 -2.335776016372873E-04  2.386806235937788E-05  1.903945006957453E-04
 4.609563127026593E+01 -2.291689433809099E-04  1.673566274396077E-05  1.953894666838936E-04
 4.630233813694873E+01 -2.202723922357444E-04  5.895477826867168E-06  1.986760520852719E-04
 4.650904500363153E+01 -2.116472228756647E-04 -6.332195020775089E-06  1.989105315135346E-04
 4.671575187031434E+01 -2.067636542581533E-04 -1.777523112822532E-05  1.958559962054601E-04
 4.692245873699715E+01 -2.069443039036944E-04 -2.610217193954600E-05  1.912235030709329E-04
 4.712916560367996E+01 -2.126078322600838E-04 -3.133808125760362E-05  1.873835158170446E-04
 4.733587247036277E+01 -2.233528714212021E-04 -3.546767225870440E-05  1.866592502337040E-04
 4.754257933704557E+01 -2.381038010670772E-04 -3.952245754446082E-05  1.906597369529910E-04
 4.774928620372838E+01 -2.546375560542394E-04 -4.239054413290866E-05  1.995327129150695E-04
 4.795599307041118E+01 -2.703348945495218E-04 -4.158738995480027E-05  2.128079877968779E-04
 4.816269993709399E+01 -2.839288202995741E-04 -3.558500734551773E-05  2.291362942611064E-04
 4.836940680377680E+01 -2.942158097531816E-04 -2.557440788747423E-05  2.462624002728363E-04
 4.857611367045961E+01 -2.993493985359516E-04 -1.461074987285649E-05  2.624899587177522E-04
 4.878282053714241E+01 -2.988095067855759E-04 -5.391851176428375E-06  2.762262327509687E-04
 4.898952740382522E+01 -2.927889086224017E-04  1.605946736316088E-06  2.853578127696398E-04
 4.919623427050803E+01 -2.817121320431853E-04  7.908512611176644E-06  2.881902116050258E-04
 4.940294113719083E+01 -2.664776610392522E-04  1.555966952093701E-05  2.838857145626220E-04
 4.960964800387364E+01 -2.492107281996669E-04  2.582849501725493E-05  2.726517028373357E-04
 4.981635487055645E+01 -2.318803280433879E-04  3.896660165819688E-05  2.553037539400095E-04
 5.002306173723925E+01 -2.151222260654007E-04  5.414452686275384E-05  2.328876329235549E-04
 5.022976860392206E+01 -1.995429031014170E-04  6.998131806873475E-05  2.064872635250334E-04
 5.043647547060487E+01 -1.856648735531624E-04  8.502362795498319E-05  1.767287984921623E-04
 5.064318233728768E+01 -1.733298205691611E-04  9.776453615989444E-05  1.443434762774982E-04
 5.084988920397048E+01 -1.621549524478336E-04  1.064149749380738E-04  1.111666862217801E-04
 5.105659607065328E+01 -1.526454141834027E-04  1.085570154346627E-04  7.910243803389838E-05
 5.126330293733609E+01 -1.463383064467666E-04  1.026963992758478E-04  5.048444711291261E-05
 5.147000980401890E+01 -1.447847030258617E-04  8.949253662882128E-05  2.741796154730539E-05
