# Time profile of laser fields
# External field strength is not included, just h_i(t)*sin(f_i*t+phi_i)
# Time [t_ty]           | Amplitude(1:#Laser)
  0.0000000000000000E+00  0.0000000000000000E+00
  2.0670686668280683E-01 -8.2659940435323191E-04
  4.1341373336561366E-01 -3.3035724717218251E-03
  6.2012060004842051E-01 -7.4224510068549325E-03
  8.2682746673122731E-01 -1.3169145473908638E-02
  1.0335343334140341E+00 -2.0523981123090011E-02
  1.2402412000968410E+00 -2.9461748452651187E-02
  1.4469480667796477E+00 -3.9951767891221492E-02
  1.6536549334624546E+00 -5.1957968553026958E-02
  1.8603618001452615E+00 -6.5438980886422263E-02
  2.0670686668280682E+00 -8.0348243004420630E-02
  2.2737755335108751E+00 -9.6634120454618763E-02
  2.4804824001936820E+00 -1.1424003915514314E-01
  2.6871892668764890E+00 -1.3310463119306076E-01
  2.8938961335592954E+00 -1.5316189315215936E-01
  3.1006030002421023E+00 -1.7434135660818079E-01
  3.3073098669249092E+00 -1.9656827040154068E-01
  3.5140167336077162E+00 -2.1976379427035589E-01
  3.7207236002905231E+00 -2.4384520340027940E-01
  3.9274304669733295E+00 -2.6872610342227282E-01
  4.1341373336561364E+00 -2.9431665536508311E-01
  4.3408442003389434E+00 -3.2052381004588093E-01
  4.5475510670217503E+00 -3.4725155136032226E-01
  4.7542579337045572E+00 -3.7440114791225193E-01
  4.9609648003873641E+00 -4.0187141240342911E-01
  5.1676716670701710E+00 -4.2955896818506284E-01
  5.3743785337529779E+00 -4.5735852235563851E-01
  5.5810854004357839E+00 -4.8516314477353861E-01
  5.7877922671185908E+00 -5.1286455233833927E-01
  5.9944991338013978E+00 -5.4035339788143877E-01
  6.2012060004842047E+00 -5.6751956299487172E-01
  6.4079128671670116E+00 -5.9425245411681127E-01
  6.6146197338498185E+00 -6.2044130118338114E-01
  6.8213266005326254E+00 -6.4597545814901636E-01
  7.0280334672154323E+00 -6.7074470467174241E-01
  7.2347403338982392E+00 -6.9463954825539687E-01
  7.4414472005810461E+00 -7.1755152613801332E-01
  7.6481540672638531E+00 -7.3937350621432996E-01
  7.8548609339466591E+00 -7.5999998628067889E-01
  8.0615678006294669E+00 -7.7932739089235836E-01
  8.2682746673122729E+00 -7.9725436512699366E-01
  8.4749815339950807E+00 -8.1368206455233838E-01
  8.6816884006778867E+00 -8.2851444070345370E-01
  8.8883952673606927E+00 -8.4165852138222452E-01
  9.0951021340435005E+00 -8.5302468510169771E-01
  9.3018090007263066E+00 -8.6252692900875816E-01
  9.5085158674091144E+00 -8.7008312963116397E-01
  9.7152227340919204E+00 -8.7561529580891528E-01
  9.9219296007747282E+00 -8.7904981318531938E-01
  1.0128636467457534E+01 -8.8031767964989016E-01
  1.0335343334140342E+01 -8.7935473114336660E-01
  1.0542050200823148E+01 -8.5892338946529700E-01
  1.0748757067505956E+01 -8.3702423659600489E-01
  1.0955463934188762E+01 -8.1369469592162014E-01
  1.1162170800871568E+01 -7.8897463521301447E-01
  1.1368877667554376E+01 -7.6290629849590774E-01
  1.1575584534237182E+01 -7.3553423386019900E-01
  1.1782291400919989E+01 -7.0690521733188927E-01
  1.1988998267602796E+01 -6.7706817293769583E-01
  1.2195705134285603E+01 -6.4607408909895159E-01
  1.2402412000968409E+01 -6.1397593149767027E-01
  1.2609118867651217E+01 -5.8082855256367494E-01
  1.2815825734334023E+01 -5.4668859773747436E-01
  1.3022532601016831E+01 -5.1161440866906460E-01
  1.3229239467699637E+01 -4.7566592351808756E-01
  1.3435946334382443E+01 -4.3890457452571713E-01
  1.3642653201065251E+01 -4.0139318303331806E-01
  1.3849360067748057E+01 -3.6319585212727323E-01
  1.4056066934430865E+01 -3.2437785709344136E-01
  1.4262773801113671E+01 -2.8500553386845034E-01
  1.4469480667796478E+01 -2.4514616567844461E-01
  1.4676187534479284E+01 -2.0486786805901466E-01
  1.4882894401162092E+01 -1.6423947245279355E-01
  1.5089601267844898E+01 -1.2333040858364849E-01
  1.5296308134527706E+01 -8.2210585808461537E-02
  1.5503015001210512E+01 -4.0950273649277530E-02
  1.5709721867893318E+01  3.8001829003921430E-04
  1.5916428734576126E+01  4.1709660817423014E-02
  1.6123135601258934E+01  8.2968025850584631E-02
  1.6329842467941738E+01  1.2408460711309666E-01
  1.6536549334624546E+01  1.6498914062232528E-01
  1.6743256201307354E+01  2.0561172476330300E-01
  1.6949963067990161E+01  2.4588293974335704E-01
  1.7156669934672966E+01  2.8573396622335051E-01
  1.7363376801355773E+01  3.2509670292281323E-01
  1.7570083668038581E+01  3.6390388299798065E-01
  1.7776790534721385E+01  4.0208918899386992E-01
  1.7983497401404193E+01  4.3958736617394961E-01
  1.8190204268087001E+01  4.7633433403372910E-01
  1.8396911134769809E+01  5.1226729580771135E-01
  1.8603618001452613E+01  5.4732484578256646E-01
  1.8810324868135421E+01  5.8144707423314268E-01
  1.9017031734818229E+01  6.1457566980198497E-01
  1.9223738601501037E+01  6.4665401914741294E-01
  1.9430445468183841E+01  6.7762730368986068E-01
  1.9637152334866649E+01  7.0744259329116177E-01
  1.9843859201549456E+01  7.3604893670667237E-01
  2.0050566068232261E+01  7.6339744865567905E-01
  2.0257272934915068E+01  7.8944139336128438E-01
  2.0463979801597876E+01  8.1413626441701381E-01
  2.0670686668280684E+01  8.3743986084365707E-01
  2.0877393534963488E+01  8.5931235920637694E-01
  2.1084100401646296E+01  8.7971638166883781E-01
  2.1290807268329104E+01  8.9861705986805807E-01
  2.1497514135011912E+01  9.1598209450083801E-01
  2.1704221001694716E+01  9.3178181051992282E-01
  2.1910927868377524E+01  9.4598920784559049E-01
  2.2117634735060332E+01  9.5858000750599293E-01
  2.2324341601743136E+01  9.6953269312740553E-01
  2.2531048468425944E+01  9.7882854770348537E-01
  2.2737755335108751E+01  9.8645168558069696E-01
  2.2944462201791559E+01  9.9238907960524980E-01
  2.3151169068474363E+01  9.9663058338515753E-01
  2.3357875935157171E+01  9.9916894862937122E-01
  2.3564582801839979E+01  9.9999983753435817E-01
  2.3771289668522787E+01  9.9912183019696033E-01
  2.3977996535205591E+01  9.9653642704086109E-01
  2.4184703401888399E+01  9.9224804625251672E-01
  2.4391410268571207E+01  9.8626401623093285E-01
  2.4598117135254011E+01  9.7859456306418935E-01
  2.4804824001936819E+01  9.6925279305411316E-01
  2.5011530868619626E+01  9.5825467031896505E-01
  2.5218237735302434E+01  9.4561898951241463E-01
  2.5424944601985239E+01  9.3136734370541974E-01
  2.5631651468668046E+01  9.1552408748590441E-01
  2.5838358335350854E+01  8.9811629533928861E-01
  2.6045065202033662E+01  8.7917371538099220E-01
  2.6251772068716466E+01  8.5872871851998700E-01
  2.6458478935399274E+01  8.3681624314026015E-01
  2.6665185802082082E+01  8.1347373539473278E-01
  2.6871892668764886E+01  7.8874108521366060E-01
  2.7078599535447694E+01  7.6266055813686862E-01
  2.7285306402130502E+01  7.3527672308631808E-01
  2.7492013268813309E+01  7.0663637620243214E-01
  2.7698720135496114E+01  6.7678846087433442E-01
  2.7905427002178921E+01  6.4578398410065629E-01
  2.8112133868861729E+01  6.1367592932386328E-01
  2.8318840735544537E+01  5.8051916588702701E-01
  2.8525547602227341E+01  5.4637035526780109E-01
  2.8732254468910149E+01  5.1128785424981493E-01
  2.8938961335592957E+01  4.7533161519697104E-01
  2.9145668202275761E+01  4.3856308360106150E-01
  2.9352375068958569E+01  4.0104509307777608E-01
  2.9559081935641377E+01  3.6284175799055740E-01
  2.9765788802324185E+01  3.2401836388579003E-01
  2.9972495669006989E+01  2.8464125592655670E-01
  3.0179202535689797E+01  2.4477772551561422E-01
  3.0385909402372604E+01  2.0449589530135920E-01
  3.0592616269055412E+01  1.6386460276326581E-01
  3.0799323135738216E+01  1.2295328257575554E-01
