# Induced dipole moment in x, y and z direction, all in Rydberg units
# 1 Ry time unit = 2 Hartree a.u. = 0.048377687 fs
# 1 Ry dipole moment unit = sqrt(2) Hartree a.u.
#!BT VERSION                     v3.0.3                                                      
#!BT DATE                        29-JUN-2022_10:49:34_+0200                                  
#!BT SYSID                       "B302_HIS_CH3"                                              
#!BT NATOMS                      97                                                          
#!BT NTYPES                      5                                                           
#!BT ATOMSPERTYPE                40,44,6,6,1                                                 
#!BT NELEC                       1.360000E+02,1.360000E+02                                   
#!BT DX                   a0     3.000000E-01                                                
#!BT T_START              t_ry   0.000000E+00                                                
#!BT DT                   t_ry   4.134137E-01                                                
#!BT BOOSTMASK                   global                                                      
#!BT BOOSTENERGY          Ry     1.000000E-03                                                
#!BT BOOSTKVEC                   7.071068E-01,0.000000E+00,7.071068E-01                      
#!BT EXCITATION                  no                                                          
#!BT EXCITMASK                   global                                                      
#!BT NLASER                      0                                                           
#!BT LASERFREQ            Ry                                                                 
#!BT LASERINT             W/cm^2                                                             
#!BT LASEREFIELD          E_ry                                                               
#!BT LASERPOLX                                                                               
#!BT LASERPOLY                                                                               
#!BT LASERPOLZ                                                                               
#!BT LASERSTART           t_ry                                                               
#!BT LASEREND             t_ry                                                               
#!BT OBSERVABLE                  dipole                                                      
#!BT STRIDE                      1                                                           
#!BT MASK                        global1                                                     
#!BT NAREAS                      1                                                           
#!BT AREA                        1                                                           
#!BT SPIN                        tot                                                         
#!BT DIP0                 dip_ry 2.482709E+02,3.177657E+02,7.468487E+02                      
#time                 |           x          |           y          |           z          |
 2.769872013549611E+01 -1.628421117999324E-03  1.208283838877833E-03 -2.211384005795480E-02
 2.811213386886173E+01 -2.647749150639811E-03  2.252788897067148E-03 -2.127118574560427E-02
 2.852554760222734E+01 -3.117767736426913E-03  3.594871393147514E-03 -1.837590334127981E-02
 2.893896133559296E+01 -2.910011077489116E-03  4.386640754773907E-03 -1.433810812045522E-02
 2.935237506895857E+01 -2.415044332849448E-03  4.105739879037174E-03 -1.053717187699021E-02
 2.976578880232418E+01 -1.835655144475368E-03  2.472849078401396E-03 -8.010978609718222E-03
 3.017920253568980E+01 -1.364127311603625E-03 -3.206774691193459E-04 -7.322436704725988E-03
 3.059261626905541E+01 -1.135815927284511E-03 -3.597547268213930E-03 -8.446004787856509E-03
 3.100603000242102E+01 -1.192568295181218E-03 -6.579216984277991E-03 -1.061354524972558E-02
 3.141944373578664E+01 -1.760926217627912E-03 -8.520293669334933E-03 -1.249702270968100E-02
 3.183285746915225E+01 -3.040577804540590E-03 -9.011980071932157E-03 -1.309130781146450E-02
 3.224627120251787E+01 -4.930134959977295E-03 -8.039753649370596E-03 -1.219775881452279E-02
 3.265968493588348E+01 -7.010760311317199E-03 -6.000511304648626E-03 -1.012703090020750E-02
 3.307309866924909E+01 -8.545176691200140E-03 -3.624834685979295E-03 -7.396323765533452E-03
 3.348651240261471E+01 -8.537282492909526E-03 -1.614840128297601E-03 -3.958141851853725E-03
 3.389992613598032E+01 -6.470252039520119E-03 -2.833136334743358E-04  8.135470409342815E-05
 3.431333986934593E+01 -2.268158879957127E-03  4.723378733046957E-04  3.940848774618644E-03
 3.472675360271155E+01  3.380312228529192E-03  6.533687124488097E-04  6.837005208240043E-03
 3.514016733607716E+01  9.080169208885991E-03 -1.013052275880000E-04  8.586659261368368E-03
 3.555358106944277E+01  1.366118315891640E-02 -2.045183132850070E-03  9.270764033544765E-03
 3.596699480280839E+01  1.650763191750571E-02 -4.642660917966168E-03  8.776252530765305E-03
 3.638040853617400E+01  1.765724911754774E-02 -6.811899019510292E-03  7.111837817888045E-03
 3.679382226953962E+01  1.731900180558910E-02 -8.110740116421766E-03  4.821635966777649E-03
 3.720723600290523E+01  1.575639324045142E-02 -8.344188598755409E-03  2.463110754888476E-03
 3.762064973627084E+01  1.351115195564034E-02 -7.459634567851481E-03  5.881379554466548E-04
 3.803406346963646E+01  1.156116599773327E-02 -6.035959641394584E-03 -3.252733641829764E-04
 3.844747720300207E+01  1.072126914047544E-02 -4.951585461697050E-03  3.247279425977467E-05
 3.886089093636768E+01  1.077379289532132E-02 -4.898186772095414E-03  1.429172413281776E-03
 3.927430466973330E+01  1.114054819245780E-02 -5.974690840673702E-03  3.248916159009241E-03
 3.968771840309891E+01  1.176647787076490E-02 -7.707967148860462E-03  4.623045235916834E-03
 4.010113213646452E+01  1.250354849415203E-02 -9.777409904302203E-03  5.042054282853314E-03
 4.051454586983014E+01  1.317772217865354E-02 -1.190393274299595E-02  4.729155721065581E-03
 4.092795960319575E+01  1.416838457171821E-02 -1.394087152425527E-02  4.536212987432009E-03
 4.134137333656137E+01  1.541908653553037E-02 -1.583957533404146E-02  4.839524849671761E-03
 4.175478706992698E+01  1.624853484324262E-02 -1.730812857704223E-02  5.393961173354000E-03
 4.216820080329259E+01  1.607342637782949E-02 -1.793605331454273E-02  5.946711697902174E-03
 4.258161453665821E+01  1.468897572064520E-02 -1.789176941281312E-02  6.009729727566082E-03
 4.299502827002382E+01  1.251333750241201E-02 -1.764842919988041E-02  5.390579981508381E-03
 4.340844200338943E+01  1.039539387670629E-02 -1.720150032258516E-02  4.476177924857438E-03
 4.382185573675505E+01  9.057536873513072E-03 -1.641055536265412E-02  3.613161783846408E-03
 4.423526947012066E+01  8.571047941586585E-03 -1.528292095588313E-02  2.598140108602820E-03
 4.464868320348627E+01  8.568961221754989E-03 -1.383943107697405E-02  1.211905239642874E-03
 4.506209693685189E+01  8.408530940300807E-03 -1.206428055320430E-02 -3.943089425320068E-04
 4.547551067021750E+01  7.406094418513476E-03 -1.026783037832502E-02 -1.870270696485932E-03
 4.588892440358312E+01  5.406665306679770E-03 -8.531113571052629E-03 -2.981556210102099E-03
 4.630233813694873E+01  2.793961326688077E-03 -6.667336943451119E-03 -3.828877884416215E-03
 4.671575187031434E+01  4.847275914698912E-05 -4.913076795617144E-03 -4.760361887406361E-03
 4.712916560367996E+01 -2.137746713771094E-03 -3.558549925628540E-03 -5.844961339676047E-03
 4.754257933704557E+01 -3.140156756614942E-03 -2.360770182463057E-03 -6.640784652859111E-03
 4.795599307041118E+01 -2.877719732708783E-03 -1.195525380182971E-03 -6.480733600710664E-03
 4.836940680377680E+01 -1.762242019623272E-03  7.426537894161811E-05 -5.086560210202151E-03
 4.878282053714241E+01 -4.116939151401766E-04  1.878059762645989E-03 -2.676025792879955E-03
 4.919623427050802E+01  6.662911067110144E-04  4.302063703107706E-03 -8.372671572942636E-06
 4.960964800387364E+01  1.206289569438468E-03  7.028903936884490E-03  1.860689015529715E-03
 5.002306173723925E+01  1.224787329590526E-03  9.431804701705460E-03  2.400160274646623E-03
 5.043647547060487E+01  8.195984496524034E-04  1.082504014647157E-02  1.930019235373948E-03
 5.084988920397048E+01 -1.560726700517989E-04  1.095210416218606E-02  9.076339383682352E-04
 5.126330293733609E+01 -1.684731232529657E-03  1.017156560453714E-02 -1.852408068998557E-04
 5.167671667070171E+01 -3.654326192815915E-03  8.800202746726882E-03 -9.555570334214281E-04
 5.209013040406732E+01 -6.034840550910303E-03  7.243804344227556E-03 -1.348928126276405E-03
 5.250354413743293E+01 -8.928634788816225E-03  6.335756858788955E-03 -1.611595567169388E-03
 5.291695787079855E+01 -1.179780349289672E-02  6.756731062807830E-03 -1.393257007862303E-03
 5.333037160416416E+01 -1.359171644838852E-02  8.290808999561250E-03 -4.563754100672668E-05
 5.374378533752977E+01 -1.390497078890007E-02  1.038204329222481E-02  2.233266737448503E-03
 5.415719907089539E+01 -1.302054887028703E-02  1.253175992371780E-02  4.895677225249528E-03
 5.457061280426100E+01 -1.145727495327264E-02  1.452405930496070E-02  7.312294485245729E-03
 5.498402653762662E+01 -9.936784035744495E-03  1.628802800644280E-02  8.947615095962647E-03
 5.539744027099223E+01 -8.914729343615591E-03  1.755100038366209E-02  9.365490469917859E-03
 5.581085400435784E+01 -8.311894339072978E-03  1.796068832305764E-02  8.466915632311611E-03
 5.622426773772346E+01 -8.312598429967011E-03  1.729158567934519E-02  6.248752639066879E-03
 5.663768147108907E+01 -8.906923556224910E-03  1.583026099984863E-02  3.061499871364504E-03
 5.705109520445468E+01 -9.641027159119631E-03  1.438782533739413E-02 -2.267007391765219E-04
 5.746450893782030E+01 -1.038217689864496E-02  1.345178777006595E-02 -3.309514727448004E-03
 5.787792267118591E+01 -1.126267659813607E-02  1.290393678294777E-02 -5.994115844714543E-03
 5.829133640455152E+01 -1.236605239745359E-02  1.244038170733575E-02 -8.193687816969941E-03
 5.870475013791714E+01 -1.388081676745401E-02  1.211390882411933E-02 -9.921569688231102E-03
 5.911816387128275E+01 -1.575720620681409E-02  1.192491151238073E-02 -1.108079529501538E-02
 5.953157760464837E+01 -1.711913586038349E-02  1.172599341612113E-02 -1.171774124418334E-02
 5.994499133801398E+01 -1.713977014028956E-02  1.117195264157544E-02 -1.183922608731791E-02
 6.035840507137959E+01 -1.613836703492666E-02  1.031002415686544E-02 -1.162712257689691E-02
 6.077181880474521E+01 -1.463236338031493E-02  9.323592097700839E-03 -1.169733661754435E-02
 6.118523253811082E+01 -1.270673217402418E-02  8.098058623204452E-03 -1.231946177915688E-02
 6.159864627147643E+01 -1.048184847851985E-02  6.666116008432255E-03 -1.327761228048985E-02
 6.201206000484205E+01 -8.426614052638115E-03  5.170416396993005E-03 -1.409166972280218E-02
 6.242547373820766E+01 -6.827671682344771E-03  3.621919890463232E-03 -1.391318262699315E-02
 6.283888747157327E+01 -5.522543934944224E-03  2.246348785035934E-03 -1.245458616813266E-02
 6.325230120493889E+01 -4.657772376390312E-03  1.361674424629200E-03 -1.007841739044579E-02
 6.366571493830450E+01 -4.488602980302403E-03  1.200833231337128E-03 -7.153923692840181E-03
 6.407912867167012E+01 -4.527606632080960E-03  1.841764791322476E-03 -4.061527285330158E-03
 6.449254240503573E+01 -4.134178028266433E-03  3.216115392660868E-03 -1.180078022912312E-03
 6.490595613840135E+01 -3.376663820290560E-03  4.684094940444083E-03  1.111296923795635E-03
 6.531936987176695E+01 -2.708785795306312E-03  5.508068361280039E-03  2.508068898123383E-03
 6.573278360513257E+01 -2.040842983205948E-03  5.374521865576298E-03  3.070942859039860E-03
 6.614619733849818E+01 -9.832567363901035E-04  4.231201553579922E-03  3.065765957785516E-03
 6.655961107186380E+01  7.230719497783866E-04  2.335241019864043E-03  2.833911909647213E-03
 6.697302480522941E+01  3.025466382609920E-03  2.447343543394709E-04  2.613518097973611E-03
 6.738643853859503E+01  5.583060142527074E-03 -1.473515667612446E-03  2.653658628901212E-03
 6.779985227196065E+01  7.680352739043883E-03 -2.562411401981990E-03  3.162085020449013E-03
 6.821326600532625E+01  8.462978853827963E-03 -2.811273472843823E-03  3.807395673447900E-03
 6.862667973869186E+01  7.647667379700351E-03 -2.059785409755932E-03  4.071686262591356E-03
 6.904009347205748E+01  5.707820551350551E-03 -4.977008838409347E-04  3.985680953405790E-03
 6.945350720542309E+01  3.483675169633216E-03  1.273554388092180E-03  3.891470908570227E-03
 6.986692093878871E+01  1.623979663150976E-03  2.576221191873174E-03  3.972812166352924E-03
 7.028033467215432E+01  4.861680574492766E-04  2.941606512308681E-03  4.568438390720075E-03
 7.069374840551994E+01  2.793076105547243E-04  2.300342789681054E-03  5.888551913926676E-03
 7.110716213888554E+01  1.116887776902331E-03  9.061154330538557E-04  7.595916468289943E-03
 7.152057587225116E+01  2.578780567347394E-03 -7.865539699309920E-04  9.207907951576999E-03
 7.193398960561677E+01  3.972868295335275E-03 -2.568731331109575E-03  1.038562073188132E-02
 7.234740333898239E+01  5.235768690965870E-03 -4.444336427127382E-03  1.101944244226161E-02
 7.276081707234800E+01  6.292104889752181E-03 -5.969372190577360E-03  1.106858087200635E-02
 7.317423080571362E+01  6.807327134964680E-03 -6.766113340859192E-03  1.049286253964965E-02
 7.358764453907924E+01  6.876089753291126E-03 -6.762090246638763E-03  9.772338904895150E-03
 7.400105827244485E+01  6.529541162450414E-03 -5.963800420431653E-03  9.240613337851755E-03
 7.441447200581045E+01  5.686348368385552E-03 -4.339070535479550E-03  8.838671963644629E-03
 7.482788573917607E+01  4.390608955162634E-03 -1.892099430733651E-03  8.690722501910386E-03
 7.524129947254168E+01  2.935483225968483E-03  5.663477963935293E-04  9.143102487882970E-03
 7.565471320590730E+01  1.669673928063276E-03  1.852548786644093E-03  9.687219043598816E-03
 7.606812693927291E+01  5.445076764942769E-04  1.985073332491538E-03  9.464831729928846E-03
 7.648154067263853E+01 -6.876817290333292E-04  1.837415106308526E-03  8.492054649536840E-03
 7.689495440600415E+01 -2.177817874326138E-03  1.621369050667454E-03  6.931348907414758E-03
 7.730836813936975E+01 -3.810868612731610E-03  1.197551254790596E-03  4.884776017320291E-03
 7.772178187273536E+01 -5.361936176143445E-03  6.809360235706663E-04  2.660634705421216E-03
 7.813519560610098E+01 -6.292905349624789E-03  1.925591126337167E-04  8.646438019468405E-04
 7.854860933946659E+01 -6.174020366444211E-03 -1.892859501140265E-04 -1.017173296986584E-04
 7.896202307283221E+01 -5.124357815333269E-03 -2.271674996450201E-04 -3.568802831068751E-04
 7.937543680619783E+01 -3.546862258360761E-03  2.196936239897695E-04 -2.263954603449747E-04
 7.978885053956344E+01 -1.686382928937746E-03  9.897102532931967E-04  4.485744682369841E-05
 8.020226427292904E+01  3.338297983361826E-04  1.764237384747958E-03  4.232320092114605E-04
 8.061567800629466E+01  2.347413026143386E-03  2.265723242317108E-03  8.201561300893445E-04
 8.102909173966027E+01  4.194611109568314E-03  2.495138460403723E-03  1.065588482219937E-03
 8.144250547302589E+01  5.400210539050931E-03  2.243222742890794E-03  8.516874852375622E-04
 8.185591920639150E+01  5.888286855622482E-03  1.071262837456288E-03 -9.058730483957333E-06
 8.226933293975712E+01  6.087085185725982E-03 -7.516692797366886E-04 -1.281775346114955E-03
 8.268274667312274E+01  6.394939282927226E-03 -2.422152954068224E-03 -2.437312062511410E-03
 8.309616040648835E+01  6.843864153211143E-03 -3.637310943929606E-03 -3.047885967703223E-03
 8.350957413985395E+01  7.226350479157873E-03 -4.569649768654926E-03 -3.228222006896431E-03
 8.392298787321957E+01  7.458599591217308E-03 -5.289165366264115E-03 -3.347397746324532E-03
 8.433640160658518E+01  7.604975146392690E-03 -5.918773829534985E-03 -3.709595662144238E-03
 8.474981533995080E+01  7.605884497394300E-03 -6.547591341757197E-03 -4.542191176483357E-03
 8.516322907331642E+01  7.122632560594866E-03 -6.834534957761207E-03 -5.521503776435566E-03
 8.557664280668203E+01  6.145193006858563E-03 -6.474390170069455E-03 -6.360675576161157E-03
 8.599005654004765E+01  4.781137762620347E-03 -5.621231574934882E-03 -7.491589129244858E-03
 8.640347027341325E+01  3.454672544791038E-03 -5.030023949984752E-03 -9.155729391409295E-03
 8.681688400677886E+01  2.969665777328601E-03 -5.498634255332036E-03 -1.083728907235582E-02
 8.723029774014448E+01  3.520659711796270E-03 -6.924810047792107E-03 -1.181724818229668E-02
 8.764371147351009E+01  4.522125337388161E-03 -8.832740894433755E-03 -1.217051246806022E-02
 8.805712520687571E+01  5.475974538995843E-03 -1.119269686461166E-02 -1.220159114404851E-02
 8.847053894024133E+01  6.529535750445348E-03 -1.384598533519465E-02 -1.161433964739444E-02
 8.888395267360694E+01  8.332931050517800E-03 -1.619252567701324E-02 -9.998086536597839E-03
 8.929736640697254E+01  1.100334916236534E-02 -1.764900545401815E-02 -7.146789107082441E-03
 8.971078014033816E+01  1.359969852546783E-02 -1.816864312138478E-02 -3.485210028429719E-03
 9.012419387370377E+01  1.511351871707234E-02 -1.818167487738265E-02  1.307837594595185E-04
 9.053760760706939E+01  1.523963275400320E-02 -1.783624653984361E-02  3.115298140983214E-03
 9.095102134043501E+01  1.430964971439153E-02 -1.683574248500008E-02  5.237800215809330E-03
 9.136443507380062E+01  1.257946623317707E-02 -1.505192111841325E-02  6.512708289506008E-03
 9.177784880716624E+01  1.006381485936458E-02 -1.284240529321323E-02  7.170047151703329E-03
 9.219126254053185E+01  7.308127909197992E-03 -1.039487931637950E-02  7.273872600990217E-03
 9.260467627389745E+01  5.380880598124804E-03 -7.923333962651213E-03  6.646865633797461E-03
 9.301809000726307E+01  4.863698958530449E-03 -5.767112285354870E-03  5.183145126125055E-03
 9.343150374062868E+01  5.720628441707731E-03 -4.281797620365069E-03  3.347889431211115E-03
 9.384491747399430E+01  7.461382436218855E-03 -3.513312223390130E-03  1.681163029275012E-03
 9.425833120735992E+01  9.372101815358747E-03 -3.171258377392405E-03  4.451796655757789E-04
 9.467174494072553E+01  1.113480059015615E-02 -3.095581448462781E-03 -1.850319316645255E-04
 9.508515867409115E+01  1.240632649026452E-02 -2.934973492983772E-03 -8.876757692632964E-05
 9.549857240745675E+01  1.262951304605053E-02 -2.413950499544626E-03  5.080920984710247E-04
 9.591198614082236E+01  1.169719387436885E-02 -1.489801532557067E-03  1.277113811738673E-03
 9.632539987418798E+01  9.969526438709408E-03 -4.860065806724378E-04  1.912541298452197E-03
 9.673881360755360E+01  7.814097085372396E-03  7.216642961793696E-05  2.210603343314688E-03
 9.715222734091921E+01  5.422235727991165E-03  2.145320337376688E-05  2.026997893267435E-03
 9.756564107428483E+01  2.815489197558918E-03 -3.722514765058804E-04  1.211401566592940E-03
 9.797905480765044E+01 -6.605168528039940E-05 -8.015430751697750E-04 -2.668055772119260E-04
 9.839246854101604E+01 -2.823858764003262E-03 -9.703917887691205E-04 -2.195925647242802E-03
 9.880588227438166E+01 -4.860739617214449E-03 -3.383918090094085E-04 -4.450483228424673E-03
 9.921929600774727E+01 -6.514702400551187E-03  1.162805924195709E-03 -7.320011398633142E-03
 9.963270974111289E+01 -8.256718601700186E-03  2.978988890959045E-03 -1.075216050855943E-02
 1.000461234744785E+02 -9.660093326914421E-03  4.545574669805319E-03 -1.385603804783386E-02
 1.004595372078441E+02 -1.032067893686417E-02  5.758036360646202E-03 -1.596410137904059E-02
 1.008729509412097E+02 -1.064762446765144E-02  6.860421671888162E-03 -1.700532144911904E-02
 1.012863646745754E+02 -1.106358330537205E-02  7.990979155977129E-03 -1.715038769964394E-02
 1.016997784079410E+02 -1.149044952222766E-02  9.000605567564435E-03 -1.695302266421095E-02
 1.021131921413066E+02 -1.158939460935926E-02  9.737226638605989E-03 -1.721163468687337E-02
 1.025266058746722E+02 -1.122871300734118E-02  1.031342473419272E-02 -1.818677630501497E-02
 1.029400196080378E+02 -1.071477582834746E-02  1.062439134108217E-02 -1.935883678356731E-02
