# Induced dipole moment in x, y and z direction, all in Rydberg units
# 1 Ry time unit = 2 Hartree a.u. = 0.048377687 fs
# 1 Ry dipole moment unit = sqrt(2) Hartree a.u.
#!BT VERSION                     v3.0.3                                                      
#!BT DATE                        29-JUN-2022_10:49:34_+0200                                  
#!BT SYSID                       "B302_HIS_CH3"                                              
#!BT NATOMS                      97                                                          
#!BT NTYPES                      5                                                           
#!BT ATOMSPERTYPE                40,44,6,6,1                                                 
#!BT NELEC                       1.360000E+02,1.360000E+02                                   
#!BT DX                   a0     3.000000E-01                                                
#!BT T_START              t_ry   0.000000E+00                                                
#!BT DT                   t_ry   4.134137E-01                                                
#!BT BOOSTMASK                   global                                                      
#!BT BOOSTENERGY          Ry     1.000000E-03                                                
#!BT BOOSTKVEC                   7.071068E-01,0.000000E+00,7.071068E-01                      
#!BT EXCITATION                  no                                                          
#!BT EXCITMASK                   global                                                      
#!BT NLASER                      0                                                           
#!BT LASERFREQ            Ry                                                                 
#!BT LASERINT             W/cm^2                                                             
#!BT LASEREFIELD          E_ry                                                               
#!BT LASERPOLX                                                                               
#!BT LASERPOLY                                                                               
#!BT LASERPOLZ                                                                               
#!BT LASERSTART           t_ry                                                               
#!BT LASEREND             t_ry                                                               
#!BT OBSERVABLE                  dipole                                                      
#!BT STRIDE                      1                                                           
#!BT MASK                        global1                                                     
#!BT NAREAS                      1                                                           
#!BT AREA                        1                                                           
#!BT SPIN                        tot                                                         
#!BT DIP0                 dip_ry 2.482709E+02,3.177657E+02,7.468487E+02                      
#time                 |           x          |           y          |           z          |
 2.166287962835816E+02 -2.083900438265118E-03  3.970985651278625E-03 -1.058563901904108E-02
 2.170422100169472E+02 -4.742486668476431E-04  1.141415142683400E-03 -1.127083648555072E-02
 2.174556237503128E+02  1.363138721927726E-03 -2.064799771289927E-03 -1.110665688713652E-02
 2.178690374836784E+02  2.878501956161017E-03 -5.116729931899044E-03 -1.045882981918567E-02
 2.182824512170440E+02  3.620831430851013E-03 -7.225914430705416E-03 -9.708780814094098E-03
 2.186958649504096E+02  3.781274694233616E-03 -8.095417344804900E-03 -9.316844716181549E-03
 2.191092786837752E+02  3.822758892482625E-03 -8.163857061845192E-03 -9.582863750324577E-03
 2.195226924171409E+02  3.867418816099644E-03 -8.146167837708163E-03 -1.023437130118054E-02
 2.199361061505065E+02  4.032921474077966E-03 -8.549750378278986E-03 -1.066719005495997E-02
 2.203495198838721E+02  4.717491208310776E-03 -9.484951971217015E-03 -1.038249410999015E-02
 2.207629336172377E+02  6.076400464337439E-03 -1.071567423275610E-02 -9.427969254261370E-03
 2.211763473506033E+02  7.958491335756435E-03 -1.203604853452589E-02 -8.218512230996566E-03
 2.215897610839689E+02  1.020613789293634E-02 -1.338679172613411E-02 -7.397905511311365E-03
 2.220031748173345E+02  1.244084224083508E-02 -1.468020717766194E-02 -7.301723334876442E-03
 2.224165885507001E+02  1.419893375310721E-02 -1.572363696516277E-02 -7.721881489601401E-03
 2.228300022840658E+02  1.542684115415227E-02 -1.635269973718323E-02 -8.254554055952212E-03
 2.232434160174314E+02  1.598693538957718E-02 -1.641519138200920E-02 -8.793481046950546E-03
 2.236568297507970E+02  1.560266994067661E-02 -1.574554113892646E-02 -9.299778687136495E-03
 2.240702434841626E+02  1.450951219257490E-02 -1.456657897540481E-02 -9.518528402168158E-03
 2.244836572175282E+02  1.320793768709905E-02 -1.349337627880232E-02 -9.473469867316453E-03
 2.248970709508938E+02  1.199224543989885E-02 -1.291756062329341E-02 -9.340100518329564E-03
 2.253104846842594E+02  1.099624651752151E-02 -1.303938357682455E-02 -8.892834687912909E-03
 2.257238984176251E+02  1.051866437953208E-02 -1.396147742934772E-02 -7.762977298170881E-03
 2.261373121509907E+02  1.115383595137587E-02 -1.526981855101894E-02 -5.915533083339142E-03
 2.265507258843563E+02  1.304468047109708E-02 -1.629333690698331E-02 -3.924306040062220E-03
 2.269641396177219E+02  1.534166674352377E-02 -1.678501721477232E-02 -2.166454778489424E-03
 2.273775533510875E+02  1.698397051657707E-02 -1.681165556425412E-02 -7.979119721994721E-04
 2.277909670844531E+02  1.739360103141507E-02 -1.633470051302766E-02 -2.885630478886014E-04
 2.282043808178187E+02  1.657624950018999E-02 -1.537880252777768E-02 -8.890409019386425E-04
 2.286177945511843E+02  1.485223921079637E-02 -1.430850672937822E-02 -2.223152538704198E-03
 2.290312082845500E+02  1.265886559619389E-02 -1.366995183400377E-02 -3.584064430697254E-03
 2.294446220179156E+02  1.017150402782363E-02 -1.349602710899944E-02 -4.569266400039851E-03
 2.298580357512812E+02  7.693999383178607E-03 -1.351818749327549E-02 -5.096785929026737E-03
 2.302714494846468E+02  5.645575158865768E-03 -1.342730475232656E-02 -4.953986919872477E-03
 2.306848632180124E+02  4.348390651102818E-03 -1.298503742225421E-02 -3.853588151741860E-03
 2.310982769513780E+02  4.153389590328516E-03 -1.206112170604001E-02 -1.688711792212416E-03
 2.315116906847437E+02  5.101767123989021E-03 -1.031846030679162E-02  1.372551606095840E-03
 2.319251044181093E+02  6.678110164557438E-03 -7.733606018348382E-03  4.760045709986116E-03
 2.323385181514749E+02  8.052384786964240E-03 -5.107666990170401E-03  7.799817909130979E-03
 2.327519318848405E+02  8.476727532922723E-03 -3.268160832476497E-03  1.004699031034306E-02
 2.331653456182061E+02  7.567739211765456E-03 -2.371774094115153E-03  1.114863158250046E-02
 2.335787593515717E+02  5.577212553333766E-03 -1.793861978740097E-03  1.100375974124290E-02
 2.339921730849373E+02  3.083620681309185E-03 -9.496903555827885E-04  9.410206046482017E-03
 2.344055868183029E+02  7.588759220311658E-04  3.061230290200001E-04  6.617574265419535E-03
 2.348190005516686E+02 -8.524688279578641E-04  1.773912382532217E-03  3.655466665350104E-03
 2.352324142850342E+02 -1.586261998994587E-03  2.834706884016214E-03  1.217973449797682E-03
 2.356458280183998E+02 -1.815012345758760E-03  3.094677481612962E-03 -6.670978327747434E-04
 2.360592417517654E+02 -1.871428602868264E-03  2.831021300721659E-03 -1.914400735131494E-03
 2.364726554851310E+02 -1.660088339377808E-03  2.480930929777969E-03 -2.255485011460223E-03
 2.368860692184966E+02 -1.184064402423246E-03  2.259870110776774E-03 -1.600850607132998E-03
 2.372994829518622E+02 -8.337435493217527E-04  2.454348983803811E-03  6.135573335086519E-05
 2.377128966852279E+02 -8.687557523217038E-04  3.307527035190105E-03  2.572075736338775E-03
 2.381263104185935E+02 -1.679103208118704E-03  4.659279480165424E-03  5.093767358403056E-03
 2.385397241519591E+02 -3.579038713041882E-03  6.468430860309127E-03  6.767519712411740E-03
 2.389531378853247E+02 -6.315396422650110E-03  8.679116538985454E-03  7.178837498599933E-03
 2.393665516186903E+02 -9.105820934621534E-03  1.095875233704646E-02  6.267103519803641E-03
 2.397799653520559E+02 -1.116965910728140E-02  1.263269035291614E-02  4.570259677052491E-03
 2.401933790854215E+02 -1.204128756381806E-02  1.319886357146061E-02  2.904915741396508E-03
 2.406067928187871E+02 -1.154718227428475E-02  1.283323581253626E-02  1.993225062051351E-03
 2.410202065521528E+02 -1.003213379061663E-02  1.188239189656315E-02  2.019817949530989E-03
 2.414336202855184E+02 -8.186625857973695E-03  1.057054075272390E-02  2.591507139413807E-03
 2.418470340188840E+02 -6.284420762852960E-03  9.276941729581267E-03  3.463076552407074E-03
 2.422604477522496E+02 -3.989551466389685E-03  8.338554306817514E-03  4.594524445678871E-03
 2.426738614856152E+02 -1.260890405177406E-03  7.897162869880958E-03  5.961272201830070E-03
 2.430872752189808E+02  1.462292188023184E-03  7.946371636592175E-03  7.387361572227746E-03
 2.435006889523465E+02  3.765105424321291E-03  8.150936855315649E-03  8.373777328642973E-03
 2.439141026857121E+02  5.005854787270891E-03  7.941534798362682E-03  8.510125559268999E-03
 2.443275164190777E+02  4.735768513029370E-03  7.039617561360956E-03  7.977567804346108E-03
 2.447409301524433E+02  3.327856587702627E-03  5.508759391432250E-03  7.112174759640766E-03
 2.451543438858089E+02  1.504298784283264E-03  3.756637599735768E-03  6.143829706957149E-03
 2.455677576191745E+02 -1.638181608427658E-04  2.347184421239490E-03  5.434539821521867E-03
 2.459811713525401E+02 -1.599322215867005E-03  1.626267631650080E-03  4.833520238889832E-03
 2.463945850859057E+02 -3.043412494861286E-03  1.706599888905203E-03  3.945059206785118E-03
 2.468079988192713E+02 -4.449151509248850E-03  2.340157143464694E-03  2.709572775529523E-03
 2.472214125526370E+02 -5.348431909453666E-03  2.745900678348789E-03  1.482684982875071E-03
 2.476348262860026E+02 -5.279115316938032E-03  2.440766278652973E-03  6.292524702757873E-04
 2.480482400193682E+02 -4.081949428382359E-03  1.571908093751517E-03  8.960142304204055E-05
 2.484616537527338E+02 -2.131260705112936E-03  5.663895880729797E-04 -3.476991615798397E-04
 2.488750674860994E+02 -4.248812667242419E-04 -9.626663648987233E-05 -8.477277441443221E-04
 2.492884812194650E+02  1.336259746267388E-04 -2.945118957313753E-04 -1.511303737856906E-03
 2.497018949528307E+02 -5.781690880155566E-04  1.011943742810217E-04 -2.316465825629166E-03
 2.501153086861963E+02 -2.182464945292395E-03  8.343587543890862E-04 -2.996796770503352E-03
 2.505287224195619E+02 -4.286454558894093E-03  1.489522648569164E-03 -3.402215965820687E-03
 2.509421361529275E+02 -6.188392495374728E-03  2.175529611690763E-03 -3.452875886864604E-03
 2.513555498862931E+02 -6.983914677761049E-03  3.207730786300544E-03 -3.142018970152094E-03
 2.517689636196587E+02 -6.316595349545651E-03  4.439381800466435E-03 -2.388392267448580E-03
 2.521823773530243E+02 -4.780365154630317E-03  5.306283568302206E-03 -1.174054846615036E-03
 2.525957910863899E+02 -3.147984468512277E-03  5.487824868851021E-03 -2.265408170387673E-05
 2.530092048197556E+02 -1.832632264807899E-03  5.143741732808849E-03  6.759778109426406E-04
 2.534226185531212E+02 -9.618697208679805E-04  4.867457843658940E-03  9.762221773144120E-04
 2.538360322864868E+02 -5.944588294823916E-04  4.835077950019695E-03  7.130512473167983E-04
 2.542494460198524E+02 -8.639060728512504E-04  4.924865967723235E-03 -8.638366648483498E-05
 2.546628597532180E+02 -1.576184658688362E-03  5.340649833556199E-03 -8.060656214183837E-04
 2.550762734865836E+02 -2.387005614053805E-03  6.268003120567300E-03 -1.006233071734641E-03
 2.554896872199492E+02 -3.152279287064630E-03  7.371350595349213E-03 -8.936169449498266E-04
 2.559031009533149E+02 -4.066338897729338E-03  8.343163836173062E-03 -1.001394367904140E-03
 2.563165146866805E+02 -5.641967971087070E-03  9.150079733842631E-03 -1.803979265218913E-03
 2.567299284200461E+02 -7.818171352539593E-03  9.476508448528875E-03 -3.180455920642089E-03
 2.571433421534117E+02 -1.008554152866736E-02  9.130942162130395E-03 -4.909152016125518E-03
 2.575567558867773E+02 -1.205396081613230E-02  8.483424048790766E-03 -7.076993519149255E-03
 2.579701696201429E+02 -1.308518512996670E-02  7.997552512733819E-03 -9.307271644956927E-03
 2.583835833535085E+02 -1.288606026739103E-02  7.870773726040170E-03 -1.108740049210155E-02
 2.587969970868742E+02 -1.210308961722717E-02  7.938816469845733E-03 -1.205477043265546E-02
 2.592104108202398E+02 -1.168110541038914E-02  7.800674449299549E-03 -1.200158796416417E-02
 2.596238245536054E+02 -1.190964642779591E-02  7.130520846033050E-03 -1.089147091829545E-02
 2.600372382869710E+02 -1.200491939218296E-02  5.982228173195381E-03 -8.825790099422193E-03
 2.604506520203366E+02 -1.142828848384170E-02  4.817039954389202E-03 -6.244117713094965E-03
 2.608640657537022E+02 -1.042961543674892E-02  4.054943349842688E-03 -3.362678712505840E-03
 2.612774794870678E+02 -9.396516890063822E-03  3.897842287869935E-03 -4.931061504294121E-04
 2.616908932204335E+02 -8.498604082632255E-03  4.323818807392854E-03  1.901607038462316E-03
 2.621043069537990E+02 -7.666285879139423E-03  5.287655251152046E-03  3.320658090729012E-03
 2.625177206871647E+02 -6.535008441659329E-03  6.706184466622744E-03  3.640082250171872E-03
 2.629311344205303E+02 -4.771186862086552E-03  8.039182762331620E-03  3.524452735291561E-03
 2.633445481538959E+02 -2.870624091173113E-03  8.831495900778918E-03  3.511562286917069E-03
 2.637579618872615E+02 -1.692992355145861E-03  9.037762219691103E-03  3.421228335582782E-03
 2.641713756206271E+02 -1.418181622426573E-03  8.526551440468211E-03  2.897286974871349E-03
 2.645847893539927E+02 -1.730437046518318E-03  7.219679995330353E-03  2.060903981032425E-03
 2.649982030873584E+02 -2.252888127486585E-03  5.335499135583177E-03  1.079602337085817E-03
 2.654116168207240E+02 -2.722914736551729E-03  3.197564519780371E-03  2.322686447087108E-04
 2.658250305540896E+02 -2.953685424699870E-03  1.030630518869202E-03 -1.538663445899147E-05
 2.662384442874552E+02 -2.787043527177957E-03 -7.858216613954028E-04  6.555086733897042E-04
 2.666518580208208E+02 -2.196281617301565E-03 -1.696383140938451E-03  2.123832929441960E-03
 2.670652717541864E+02 -1.113405618013985E-03 -1.575999004728601E-03  3.889970636237194E-03
 2.674786854875520E+02  3.422718573915517E-04 -8.706571611014624E-04  5.504136001377447E-03
 2.678920992209177E+02  1.976928789076737E-03 -2.755519841457499E-05  6.694803046116249E-03
 2.683055129542832E+02  3.703799258460094E-03  7.425104512321923E-04  7.405439317039963E-03
 2.687189266876489E+02  5.702805812887846E-03  1.293522828177629E-03  7.571171488280015E-03
 2.691323404210145E+02  8.094862072454134E-03  1.211130739420696E-03  7.025944884162527E-03
 2.695457541543801E+02  1.046596336644257E-02 -4.527606705551079E-05  6.217651217639286E-03
 2.699591678877457E+02  1.239079165989665E-02 -2.551739376144724E-03  5.580675834380600E-03
 2.703725816211114E+02  1.374019289661987E-02 -5.806709492276241E-03  5.205309764278354E-03
 2.707859953544769E+02  1.462225582429255E-02 -8.946127247952518E-03  4.963009783182315E-03
 2.711994090878426E+02  1.509461773289900E-02 -1.119135329975052E-02  4.355572311851574E-03
 2.716128228212082E+02  1.509131131376762E-02 -1.240494419886318E-02  2.754350340978817E-03
 2.720262365545738E+02  1.449876769018488E-02 -1.283738861206984E-02 -3.449651268283560E-04
 2.724396502879394E+02  1.323495182765555E-02 -1.265089681083964E-02 -4.567246820101900E-03
 2.728530640213050E+02  1.152308069620744E-02 -1.198796567405225E-02 -8.702740660623931E-03
 2.732664777546706E+02  9.848388155063503E-03 -1.117426580674419E-02 -1.186641585604775E-02
 2.736798914880362E+02  8.702042759267670E-03 -1.067274332922352E-02 -1.361219510420142E-02
 2.740933052214019E+02  8.640243166951223E-03 -1.059265119283737E-02 -1.378455567930814E-02
 2.745067189547675E+02  9.861206261007283E-03 -1.067874600909136E-02 -1.269535636367891E-02
 2.749201326881331E+02  1.186763227352117E-02 -1.104695394144528E-02 -1.092104223971546E-02
 2.753335464214987E+02  1.373095980702033E-02 -1.198625724259728E-02 -8.852442633610735E-03
 2.757469601548643E+02  1.463008752327255E-02 -1.352733333931155E-02 -7.205022590483168E-03
 2.761603738882299E+02  1.436938647756847E-02 -1.567638105024116E-02 -6.677350420886796E-03
 2.765737876215956E+02  1.328908501076853E-02 -1.804276855403941E-02 -7.279227511958197E-03
 2.769872013549611E+02  1.197164357307656E-02 -1.957709077458958E-02 -8.518381471844805E-03
 2.774006150883268E+02  1.079438532957511E-02 -1.957828577894816E-02 -9.773577900432429E-03
 2.778140288216924E+02  9.722293059070353E-03 -1.816822483198166E-02 -1.063035079528163E-02
 2.782274425550580E+02  8.755481751109073E-03 -1.571298863535731E-02 -1.090353099880303E-02
 2.786408562884236E+02  8.246275757159083E-03 -1.265896677188039E-02 -1.033152395712023E-02
 2.790542700217892E+02  8.429192049533185E-03 -9.696348800503074E-03 -8.768502628072383E-03
 2.794676837551548E+02  9.396995904211281E-03 -7.540197439766416E-03 -6.101112072428805E-03
 2.798810974885204E+02  1.087974536531533E-02 -6.243532216956282E-03 -2.643810890390341E-03
 2.802945112218861E+02  1.184092355933331E-02 -5.501228120010637E-03  6.603793323165519E-04
 2.807079249552517E+02  1.131084870036148E-02 -5.194492970417741E-03  2.997073283950158E-03
 2.811213386886173E+02  9.424287114057961E-03 -5.258095759984371E-03  4.197793018647644E-03
 2.815347524219829E+02  6.898147543438427E-03 -5.171514743722128E-03  4.317660073297702E-03
 2.819481661553485E+02  4.308160772012570E-03 -4.462313069439006E-03  3.671964725299404E-03
 2.823615798887141E+02  2.056731494775477E-03 -3.196975183868744E-03  2.946887760685968E-03
 2.827749936220798E+02  2.818600524960857E-04 -1.641223566537064E-03  2.612361713090650E-03
 2.831884073554453E+02 -9.227210975950584E-04 -1.237344661717543E-04  2.428971243261913E-03
 2.836018210888110E+02 -1.477019071955965E-03  1.211784213410283E-03  2.029284617606208E-03
 2.840152348221766E+02 -1.397726296488599E-03  2.472217822912626E-03  1.606542509762221E-03
 2.844286485555422E+02 -1.060221401957051E-03  3.270193825358092E-03  1.709757235630605E-03
 2.848420622889078E+02 -8.805996117189352E-04  2.989220053279951E-03  2.687379857434280E-03
 2.852554760222734E+02 -1.191569331524533E-03  1.713988845665426E-03  4.212946679103879E-03
 2.856688897556390E+02 -2.061715540577325E-03  2.969364641103311E-04  5.507756371571304E-03
 2.860823034890046E+02 -3.020357247834227E-03 -3.955117231271288E-04  6.238072673681927E-03
 2.864957172223703E+02 -3.696178767739866E-03 -1.106227665559345E-05  6.649379699524616E-03
 2.869091309557359E+02 -3.888738838128347E-03  1.160759105744091E-03  7.194803039624276E-03
 2.873225446891015E+02 -3.580355735948615E-03  2.717288873157031E-03  8.119335550873075E-03
 2.877359584224671E+02 -3.172430173748353E-03  4.417250505355241E-03  9.132574952332106E-03
 2.881493721558327E+02 -3.018302762825442E-03  5.930485754674919E-03  9.896313051967809E-03
 2.885627858891983E+02 -3.235255353047251E-03  6.786817818920099E-03  9.987064030269721E-03
 2.889761996225640E+02 -3.858293834866799E-03  6.873646235760589E-03  8.809506854504434E-03
 2.893896133559296E+02 -5.098666239575778E-03  6.369450885301831E-03  6.397992999836788E-03
 2.898030270892952E+02 -6.973080584060654E-03  5.464979617272547E-03  3.351312638073978E-03
 2.902164408226608E+02 -8.813012977213930E-03  4.371109957958197E-03  4.072204278600111E-04
 2.906298545560264E+02 -1.003798953570367E-02  3.516645931654239E-03 -1.767205329656463E-03
 2.910432682893920E+02 -1.048231615831696E-02  3.368269656562006E-03 -2.902644918663100E-03
 2.914566820227576E+02 -9.922295334718001E-03  3.636559714266241E-03 -3.140333681471930E-03
 2.918700957561232E+02 -8.114105712706987E-03  3.934338369106172E-03 -2.727737159148091E-03
 2.922835094894888E+02 -5.467180323194043E-03  4.293953778130799E-03 -2.085297958387855E-03
 2.926969232228545E+02 -2.951292657172644E-03  4.836611846769756E-03 -1.657202082128606E-03
 2.931103369562201E+02 -1.148112237018495E-03  5.770075657380858E-03 -1.401753477011880E-03
 2.935237506895857E+02 -3.079609369081027E-04  6.811736194549667E-03 -1.002998817057232E-03
 2.939371644229513E+02 -2.578678654572286E-04  7.279263405735037E-03 -4.110662407583732E-04
 2.943505781563169E+02 -3.582893980080826E-04  6.887772154982486E-03  4.112729972121087E-04
 2.947639918896825E+02 -6.075614474525537E-04  5.908879872777106E-03  1.355078635810969E-03
 2.951774056230482E+02 -1.234532476047434E-03  4.844961246362800E-03  2.414004927459246E-03
 2.955908193564138E+02 -2.072532663163429E-03  4.030957352142650E-03  3.254814354363589E-03
 2.960042330897794E+02 -2.883586918756009E-03  3.601816874549968E-03  3.596801939124816E-03
 2.964176468231450E+02 -3.795413511483048E-03  3.742121164577838E-03  3.339158193512048E-03
 2.968310605565106E+02 -4.704920451814587E-03  4.595470381957512E-03  2.505052617493675E-03
 2.972444742898762E+02 -5.178902986187950E-03  5.927968016521845E-03  1.440018157950362E-03
 2.976578880232418E+02 -4.901287057435866E-03  7.472964580756525E-03  3.931968760753080E-04
 2.980713017566075E+02 -4.012456043341217E-03  8.960507795109152E-03 -5.951638078158794E-04
 2.984847154899730E+02 -3.343659862480308E-03  9.957759333246941E-03 -1.466647415441003E-03
 2.988981292233387E+02 -3.616454391050183E-03  1.039245258346000E-02 -2.088469119371439E-03
 2.993115429567043E+02 -4.619204273211608E-03  1.054288572083806E-02 -2.147569127373572E-03
 2.997249566900699E+02 -5.503752797437755E-03  1.053656298347505E-02 -1.374994932575646E-03
 3.001383704234355E+02 -5.972093455568483E-03  1.026843907891362E-02 -6.029868472978706E-05
 3.005517841568011E+02 -6.174058811296845E-03  9.898069693690559E-03  1.524843482570759E-03
 3.009651978901667E+02 -5.977565233649784E-03  9.715567883858967E-03  3.090687474013976E-03
 3.013786116235324E+02 -5.443319061186003E-03  9.629233550811023E-03  4.518289058410119E-03
 3.017920253568980E+02 -4.642615231347236E-03  9.384794927768780E-03  6.028787871400709E-03
 3.022054390902636E+02 -3.281932654147113E-03  8.876054550228218E-03  7.709477081220939E-03
 3.026188528236292E+02 -1.362853384790697E-03  7.863483203095711E-03  9.065330023986462E-03
 3.030322665569948E+02  8.498546573889598E-04  6.158457490869296E-03  9.613772583179525E-03
 3.034456802903604E+02  2.950659930235133E-03  3.868703559987807E-03  9.326542092139789E-03
 3.038590940237260E+02  4.166904869549626E-03  1.576165727271928E-03  8.327846162501373E-03
 3.042725077570917E+02  3.836899920599990E-03  1.400649783818153E-04  6.635216637619124E-03
 3.046859214904572E+02  1.465762278400007E-03  4.432211699167965E-05  4.097770131124889E-03
 3.050993352238229E+02 -2.519064269733917E-03  1.199527775895604E-03  1.056875091421716E-03
 3.055127489571885E+02 -6.781961779751100E-03  3.149621049487905E-03 -1.655651165719974E-03
 3.059261626905541E+02 -1.025168494339823E-02  5.166668320214285E-03 -3.550716088398076E-03
 3.063395764239197E+02 -1.213529275185010E-02  6.726588202866424E-03 -4.389211978036656E-03
 3.067529901572854E+02 -1.204226142274933E-02  7.675721145801617E-03 -3.898442624290510E-03
 3.071664038906509E+02 -1.092393335144948E-02  8.042975932482932E-03 -2.271457014103362E-03
 3.075798176240166E+02 -9.750601182503260E-03  7.720869483250681E-03 -1.150858969367619E-04
 3.079932313573822E+02 -8.726546816092196E-03  6.779215038704933E-03  1.844184361743828E-03
 3.084066450907478E+02 -7.844660090739808E-03  5.353461746437915E-03  3.002322265160728E-03
 3.088200588241134E+02 -7.098572977071171E-03  3.726177644807649E-03  2.896545621638325E-03
 3.092334725574790E+02 -6.510331833140981E-03  2.453176158610404E-03  1.345160636901710E-03
 3.096468862908446E+02 -5.722743393647534E-03  2.067596461017729E-03 -1.492395203399610E-03
 3.100603000242102E+02 -4.830003155831264E-03  2.875464870044198E-03 -5.292905586543384E-03
 3.104737137575759E+02 -4.272394304507543E-03  4.512203633794343E-03 -9.370251736527280E-03
 3.108871274909415E+02 -4.031976101657619E-03  6.264402532451641E-03 -1.271687152734557E-02
 3.113005412243071E+02 -3.853988067561431E-03  7.660207526555496E-03 -1.450686037173909E-02
 3.117139549576727E+02 -3.278856943495612E-03  8.447233918673192E-03 -1.439036342071631E-02
 3.121273686910383E+02 -2.009343686410148E-03  8.561440814673915E-03 -1.278510798817933E-02
 3.125407824244039E+02 -4.094542104269294E-04  8.114045001320846E-03 -1.083127433082609E-02
 3.129541961577696E+02  9.278994715202771E-04  6.854617320982470E-03 -9.275438860072427E-03
 3.133676098911351E+02  1.320981950726718E-03  4.763489088247752E-03 -8.415410384486677E-03
 3.137810236245008E+02  1.910181085236218E-04  2.262109794799017E-03 -8.682798547965831E-03
 3.141944373578664E+02 -2.000529945206608E-03 -1.765159211686296E-04 -1.012090025301404E-02
 3.146078510912320E+02 -4.731121224892831E-03 -2.237484716715699E-03 -1.247241569853941E-02
 3.150212648245976E+02 -7.534242722982754E-03 -3.649916905601458E-03 -1.545363934303623E-02
 3.154346785579632E+02 -9.405910023730257E-03 -4.289881704437448E-03 -1.870263625323787E-02
 3.158480922913288E+02 -9.794529858595524E-03 -4.406519648284757E-03 -2.144430079442827E-02
 3.162615060246944E+02 -8.554735191552254E-03 -4.541912901629530E-03 -2.279668400160517E-02
 3.166749197580601E+02 -5.749811874096622E-03 -4.770909108117394E-03 -2.256967357300255E-02
 3.170883334914257E+02 -1.699354899187711E-03 -4.807272056098100E-03 -2.107083926682662E-02
 3.175017472247913E+02  2.825900453302665E-03 -4.833769703736834E-03 -1.893200522988536E-02
 3.179151609581569E+02  6.843789195499994E-03 -5.165957901056117E-03 -1.654327442656722E-02
 3.183285746915225E+02  9.685335226464531E-03 -5.956819156835991E-03 -1.411550937268657E-02
 3.187419884248881E+02  1.097496532409536E-02 -7.327231149758973E-03 -1.172016539146625E-02
 3.191554021582538E+02  1.106770030332882E-02 -9.104906483173636E-03 -9.076653568286019E-03
 3.195688158916194E+02  1.063820463340903E-02 -1.096083770369205E-02 -5.885588632622785E-03
 3.199822296249850E+02  1.003910255070650E-02 -1.261213669801009E-02 -2.030501370541060E-03
 3.203956433583506E+02  9.685968540168233E-03 -1.365404799128100E-02  2.405560283818886E-03
 3.208090570917162E+02  9.989612421975380E-03 -1.356500510587466E-02  6.958726465313703E-03
 3.212224708250818E+02  1.078051405625047E-02 -1.233647120488968E-02  1.079820259008102E-02
 3.216358845584474E+02  1.147760282992749E-02 -1.069863168817164E-02  1.325394638695343E-02
 3.220492982918130E+02  1.170517743094024E-02 -9.490948578786629E-03  1.426643171748765E-02
 3.224627120251786E+02  1.150012976492576E-02 -9.272348125023200E-03  1.432108095184503E-02
 3.228761257585443E+02  1.114087752043247E-02 -9.882024611499673E-03  1.359447343997999E-02
 3.232895394919099E+02  1.108112319550969E-02 -1.076274591656556E-02  1.220286925990877E-02
 3.237029532252755E+02  1.177393811593674E-02 -1.144134262574426E-02  1.096422431101018E-02
 3.241163669586411E+02  1.305046700502999E-02 -1.160223250280978E-02  1.103201919568164E-02
 3.245297806920067E+02  1.431434534760001E-02 -1.118448851138965E-02  1.279468324639765E-02
 3.249431944253723E+02  1.512512511089881E-02 -1.011196140979109E-02  1.566167968223908E-02
 3.253566081587380E+02  1.559225420174926E-02 -8.598673836388571E-03  1.888998362983330E-02
 3.257700218921036E+02  1.604498003698041E-02 -7.466726370523702E-03  2.184830583212261E-02
 3.261834356254692E+02  1.630319541516201E-02 -7.137008565905489E-03  2.396099596671775E-02
 3.265968493588348E+02  1.624146441884022E-02 -7.489492617594351E-03  2.512696580708962E-02
 3.270102630922004E+02  1.606331146223283E-02 -8.047692652951355E-03  2.551005533348416E-02
 3.274236768255660E+02  1.579212100398308E-02 -8.282729286804624E-03  2.540766575077669E-02
 3.278370905589316E+02  1.526721224689709E-02 -8.240035006735980E-03  2.512521231597020E-02
 3.282505042922973E+02  1.438272277749775E-02 -7.839497620864222E-03  2.451541575987903E-02
 3.286639180256628E+02  1.303828015900876E-02 -6.819043149278059E-03  2.332895439678850E-02
 3.290773317590285E+02  1.117156754582993E-02 -5.449094437381063E-03  2.173411495709843E-02
 3.294907454923941E+02  8.790210479418192E-03 -4.481852828973842E-03  1.970282487536679E-02
 3.299041592257597E+02  6.282150084871319E-03 -4.253315577500416E-03  1.712603414205205E-02
 3.303175729591253E+02  4.479813140193301E-03 -4.452603187985460E-03  1.413539933935226E-02
 3.307309866924909E+02  3.946505906668563E-03 -4.792808226000034E-03  1.098077542337705E-02
 3.311444004258565E+02  4.091886630106956E-03 -5.260894420075601E-03  8.129511185870797E-03
 3.315578141592222E+02  3.975970088191616E-03 -5.459748749558457E-03  5.969388213543425E-03
 3.319712278925878E+02  3.549335173175905E-03 -5.006598115073757E-03  4.449635946912167E-03
 3.323846416259534E+02  3.133099695901365E-03 -3.919643076187640E-03  3.192309041082808E-03
 3.327980553593190E+02  2.542586828184312E-03 -2.325951811712912E-03  1.741051723797682E-03
 3.332114690926846E+02  1.580609146571987E-03 -5.053626089761565E-04 -4.068156817993440E-05
 3.336248828260502E+02  3.619818339757330E-04  9.264970822755458E-04 -2.016287750393531E-03
